0	13283	0	0	0	9843	2034	0	
14661	0	0	0	0	0	0	0	
0	45608	0	53986	0	12167	0	0	
0	74250	0	48990	0	1239	0	0	
0	112481	0	9073	0	5740	0	0	
0	16285	0	60435	0	0	19458	0	
0	72533	0	84618	0	0	37870	0	
0	0	0	12943	0	0	0	0	
0	44933	0	49895	0	0	12231	0	
90989	0	0	0	0	0	0	0	
0	36480	0	16939	18603	161648	4062	12457	
1946	64337	0	1454	0	349	5713	0	
0	65416	32988	5009	0	69630	0	0	
0	35344	0	63603	0	0	1971	0	
0	5196	0	24461	0	0	266	0	
0	25710	0	49551	0	0	0	0	
0	41136	0	1122	225	8597	0	0	
0	142715	0	78720	0	0	0	0	
3219	137089	0	34178	0	15622	8665	0	
0	5266	0	19521	0	13460	26636	0	
0	209691	0	84317	0	0	16461	0	
18355	0	0	0	0	0	0	0	
0	12645	0	103583	0	24503	14730	0	
0	21314	0	118355	0	18359	0	0	
0	23392	0	54802	0	47720	0	0	
0	9474	0	294	0	2147	0	0	
0	196047	0	67990	0	36927	5500	0	
0	51316	0	39286	0	0	3769	0	
0	18259	0	128389	0	187	0	0	
0	76251	0	21637	0	0	0	0	
0	21204	0	36807	0	42539	3759	0	
0	21704	0	20514	0	6080	0	0	
0	6231	0	25154	0	33666	18420	0	
0	3440	0	8831	0	0	2071	0	
0	20831	0	28118	0	0	0	0	
0	31581	0	771	0	0	0	0	
0	9543	0	7811	0	2738	225	0	
0	35057	0	33387	0	18659	1939	0	
9396	0	0	0	0	0	0	0	
0	6667	0	11618	0	0	14079	0	
0	1838	0	175970	0	0	1563	0	
0	2662	0	6635	0	7054	3291	0	
118756	0	0	0	0	0	0	0	
0	7631	0	21034	0	38698	2589	0	
0	5533	0	65960	0	23340	14329	0	
0	17143	0	49475	0	0	0	0	
0	26333	0	87261	0	0	32465	0	
0	86183	0	20164	0	0	2640	0	
0	0	0	975	0	0	0	0	
174618	0	0	0	0	0	0	0	
1123	36335	5421	125927	0	0	0	0	
8086	0	0	0	0	0	0	0	
0	80224	0	0	12	0	0	0	
0	66842	0	482	0	0	931	0	
0	30408	0	12863	0	11230	0	0	
0	13090	0	76073	0	5569	27917	0	
0	22422	0	1324	0	0	0	0	
0	0	0	24983	0	0	0	0	
0	0	0	57282	0	0	0	0	
23868	9604	0	0	4488	0	0	0	
0	130548	0	1104	0	0	0	0	
0	18593	0	12178	0	4896	0	0	
0	0	0	12630	131	11566	0	147	
0	4504	0	4935	0	0	12736	0	
0	26084	0	51723	0	0	19724	0	
0	13638	0	26973	0	0	463	0	
146	19831	0	149172	0	97895	16705	0	
0	16288	0	52640	0	12315	16123	0	
0	6531	446	47222	0	0	0	0	
0	11426	0	92510	0	1588	641	0	
0	9889	0	29066	0	21017	0	0	
0	26821	0	0	0	43078	0	0	
0	18956	0	2377	0	122785	0	0	
0	4813	23688	11951	0	8530	0	0	
0	79294	0	24566	0	782	24703	0	
0	6971	0	79897	0	18751	0	0	
0	29154	0	60782	0	3456	0	0	
0	0	0	8891	0	7282	0	335	
0	103416	0	45888	0	34513	19667	0	
14449	0	0	0	0	0	0	0	
0	3199	0	54022	0	0	27500	0	
0	170323	0	295	0	0	0	0	
0	10197	0	13947	0	0	0	0	
0	4953	0	1226	0	0	1826	0	
0	30668	0	29799	0	0	0	0	
0	7492	0	25944	0	0	877	0	
0	88482	0	3083	0	0	0	0	
0	83179	0	85799	0	6837	15575	0	
0	30744	0	81778	0	0	22702	0	
0	0	0	0	0	5225	0	0	
0	11113	0	4588	0	1436	36	0	
0	33298	0	48500	0	0	0	0	
18970	73343	0	637	0	0	6052	0	
0	14218	0	58929	0	13782	25339	0	
0	0	0	16833	0	0	0	0	
0	14861	0	66344	0	22622	15974	0	
0	32039	0	8081	0	81470	0	0	
0	19822	0	42094	0	73404	0	0	
0	11287	0	30779	0	9055	15403	0	
0	0	0	13119	0	0	0	0	
0	4669	5773	1041	0	0	0	0	
0	12144	0	16247	0	54	3977	0	
0	9262	0	4429	0	0	9676	0	
2654	27465	0	0	0	1012	638	0	
0	36891	0	20493	0	10347	0	0	
0	15220	0	56574	0	18502	0	0	
0	0	0	136027	0	0	0	0	
0	145791	0	119	0	0	0	0	
0	15841	0	46318	0	0	16428	0	
0	37450	0	71571	0	0	0	0	
0	59957	0	71780	0	33454	0	0	
0	27537	0	56376	0	0	2228	0	
0	75631	0	2934	0	7323	23425	0	
0	20177	0	28492	0	15543	26798	0	
14645	0	0	0	0	0	0	0	
0	4673	0	20008	0	0	4121	0	
0	41041	0	67442	0	565	0	0	
4153	51895	0	45520	0	8106	29990	0	
0	3925	0	7454	0	2139	0	0	
2020	38409	0	98750	0	0	0	0	
0	1905	0	8587	0	12498	2222	0	
0	33644	0	6483	0	6863	38134	0	
2448	0	0	0	0	0	0	0	
0	9354	0	82417	0	0	18799	0	
21278	0	0	0	0	0	0	0	
0	57645	0	27215	0	0	25163	0	
0	25170	0	41433	0	40675	15455	0	
0	36497	0	74146	0	0	23899	0	
0	31232	0	32345	0	10669	0	0	
0	20894	0	33996	0	0	19754	0	
0	21503	0	35879	0	0	28000	0	
0	11101	0	57753	0	549	0	0	
0	85324	0	0	0	0	0	0	
0	22514	15856	14933	0	0	0	0	
0	2485	0	38167	0	0	20829	0	
0	7534	0	80265	0	0	6323	0	
0	9688	0	30365	0	0	0	0	
0	2492	0	5753	0	1490	423	0	
0	15102	0	33156	0	12873	1617	0	
0	32648	0	46062	0	17360	324	0	
0	20282	0	66264	0	3793	18064	0	
0	16071	0	141475	0	4562	1277	0	
0	12789	0	70902	0	21803	222	0	
0	186887	0	36319	0	9873	64	0	
0	22761	0	112489	0	2763	0	0	
0	0	0	10344	0	8472	0	31	
0	9681	0	0	0	79258	0	0	
0	24142	0	0	0	0	0	0	
0	12424	0	5165	0	9260	10996	0	
0	0	0	2444	0	4239	565	0	
0	23487	117277	0	0	0	0	0	
0	119502	0	303	0	0	0	0	
0	151208	0	313	0	0	0	0	
0	19235	0	35452	0	0	4634	0	
0	52995	125	41	0	0	0	0	
0	17651	0	4608	0	0	33778	0	
0	7131	0	53400	0	0	0	0	
0	2767	0	55381	0	2704	802	0	
6470	121481	0	100976	0	27	0	0	
0	5520	9709	147424	0	0	0	0	
0	42550	0	745	0	0	36354	0	
0	13052	0	47360	0	0	29407	0	
0	138510	0	2554	0	0	0	0	
0	28487	0	41568	0	0	0	0	
0	36715	0	116388	0	0	34222	0	
0	6695	0	47053	0	0	21348	0	
0	157742	0	1209	0	0	0	0	
0	71694	0	2571	0	51	0	0	
0	67484	0	17177	0	0	25999	0	
30456	0	0	0	0	0	0	0	
0	28520	0	0	0	74778	93918	16444	
0	80218	0	97194	0	2633	9473	0	
0	21289	0	28270	0	6303	12905	0	
46911	111761	0	20163	0	8876	17284	0	
0	40102	0	27349	0	106826	12836	0	
0	10891	0	908	0	0	3282	0	
0	149866	0	3879	0	0	0	0	
183	39409	0	79345	0	0	229	0	
0	32015	0	35035	0	11912	0	0	
0	24892	0	39769	0	12768	9873	0	
0	35029	0	171344	0	0	19398	0	
3479	0	0	0	0	0	0	0	
0	19517	0	15977	0	16087	58740	0	
0	28237	0	87332	0	689	27848	0	
0	121869	0	44345	0	0	0	0	
0	181752	0	2738	0	366	0	0	
0	5157	0	4204	0	4795	5217	0	
0	49096	0	889	0	310	871	0	
5187	74381	0	29248	0	4443	12195	0	
206	66185	0	72898	0	0	10246	0	
0	109468	0	1269	0	94	42891	0	
0	90003	0	7245	0	0	0	0	
8088	16492	0	12981	0	16570	78550	0	
0	8556	0	18565	0	0	2770	0	
0	9040	0	102343	0	0	5539	0	
0	114222	0	2635	0	0	0	0	
0	5189	0	4703	0	0	2095	0	
0	14142	0	56133	0	18764	0	0	
0	33677	0	113707	0	0	23177	0	
0	35968	0	79498	0	8845	0	0	
0	36002	0	6683	0	7700	26275	0	
0	2313	0	89087	0	6736	685	0	
0	22552	0	94084	0	2596	12758	0	
5544	0	0	0	0	0	0	0	
46027	1397	0	0	0	0	0	0	
0	23149	0	36207	0	21020	10354	0	
0	16728	0	30026	0	9129	0	0	
0	101490	0	32271	0	7368	0	0	
0	2951	13341	8903	0	0	0	0	
0	7968	0	55329	0	16324	11834	0	
12104	0	0	0	0	0	0	0	
12383	0	0	0	0	0	0	0	
18085	0	0	0	0	0	0	0	
21374	0	0	0	0	0	0	0	
0	45818	0	12301	0	0	0	0	
0	10891	0	23041	0	2018	2289	0	
0	14322	0	27966	0	0	13804	0	
0	22014	0	62778	0	14549	0	0	
0	98846	0	32154	0	0	0	0	
0	0	0	42310	0	0	0	0	
0	0	0	92687	0	4543	0	0	
0	27762	0	1667	0	1031	0	0	
0	27968	0	49623	0	13644	33245	0	
0	106006	0	2206	0	2074	0	0	
0	21729	0	71543	0	0	12697	0	
0	11012	0	26128	0	9850	0	0	
21751	0	0	0	20912	0	0	0	
990	14688	0	119688	0	12778	9484	0	
0	154694	0	6531	0	0	0	0	
0	107345	0	925	0	0	0	0	
0	71873	0	0	0	0	0	0	
0	18093	0	56974	0	0	6099	0	
