36	25160	441.065	1.26523	0.26793	2.35238	1.42488	
36	14661	186.587	1.36805	0.116741	2.43253	0.489081	
141	111761	555.559	1.23345	-0.921313	4.40106	-9.45781	
139	124479	555.527	1.21341	0.856206	3.36494	6.63532	
129	127294	489.296	1.34147	-0.0924491	3.38544	0.283664	
142	96178	266.589	1.40495	0.0419542	2.65584	0.0639802	
144	195021	614.887	1.29915	-0.211574	2.13253	-0.806162	
35	12943	151.254	1.36449	-0.445862	2.64163	-2.76174	
116	107059	733.179	1.08863	0.354503	2.29887	2.76657	
142	90989	553.631	1.01852	-0.100402	2.18364	-1.15922	
154	250189	1409.43	1.00398	1.1071	3.1188	6.06629	
76	73799	532.589	1.2041	-0.137422	1.8159	-0.456565	
138	165448	1017.91	1.04606	-1.71657	6.26194	-18.5693	
108	100918	441.06	1.32874	0.00439469	2.63084	1.25437	
64	29923	218.223	1.32722	0.802643	3.41225	6.42217	
131	75261	302.508	1.28756	-1.09528	5.3108	-12.9582	
49	51080	510.419	1.2326	-0.188288	1.81416	-0.708982	
134	221435	1384.44	0.822664	0.351598	1.47486	0.934867	
142	198773	656.565	1.35081	-0.0237201	2.29007	-0.154032	
88	64883	419.436	1.25767	1.16716	5.98524	15.8873	
134	310469	1081.94	1.30619	-0.0887163	2.04417	-0.428169	
39	18355	240.686	1.34255	0.311395	3.38385	2.00403	
134	155461	725.17	1.11922	-1.63949	6.78146	-20.8707	
144	158028	1337.01	0.932478	-1.48074	4.52503	-11.8865	
158	125914	351.824	1.36382	0.408332	3.28659	3.11442	
32	11915	170.743	1.35455	-0.0210844	2.46379	-0.540758	
159	306464	1145.01	1.23043	-0.282081	2.16176	-1.35185	
110	94371	608.32	1.11207	0.107122	1.77437	0.103585	
151	146835	406.105	1.36844	0.170243	3.26324	1.16704	
108	97888	445.692	1.30126	0.583987	2.75368	3.15992	
149	104309	297.599	1.392	0.371897	3.16059	3.36699	
69	48298	436.549	1.31169	0.302689	3.28308	3.03587	
79	83471	475.193	1.34729	-0.0870519	2.40741	-0.20703	
37	14342	156.982	1.33628	-0.757757	3.73132	-7.85394	
99	48949	239.107	1.28064	0.640581	4.74763	8.08782	
46	32352	384.641	1.33318	0.333601	2.46265	1.4112	
36	20317	282.638	1.27078	-0.348246	2.04565	-1.45925	
112	89042	479.653	1.17603	0.354114	2.31272	1.03139	
29	9396	168.807	1.27539	0.827421	3.097	5.42049	
63	32364	299.015	1.30925	0.906683	4.10549	9.59115	
68	179371	1581.11	1.27006	0.462929	2.40832	2.62681	
22	19642	470.113	1.32429	-0.0684048	2.18856	-0.411425	
117	118756	634.751	1.23268	0.569497	2.51617	3.15387	
119	69952	276.423	1.31593	0.492108	4.07017	7.8742	
140	109162	312.907	1.39007	0.0415162	2.84904	0.766086	
124	66618	266.102	1.35407	-0.603765	4.29714	-8.16826	
138	146059	521.069	1.28164	0.500753	2.87753	2.76229	
127	108987	462.574	1.31367	-0.399483	3.5394	-2.33427	
8	975	44.1232	1.38124	0.0447788	2.31264	0.3957	
156	174618	602.946	1.35411	0.126275	3.19831	1.64203	
140	168806	960.237	1.16738	-0.843644	4.38594	-8.60205	
23	8086	129.247	1.33634	0.0786496	2.03497	0.326891	
81	80236	450.616	1.33044	-0.131509	2.09866	-0.417943	
95	68255	274.109	1.38581	-0.0553926	2.31067	-0.0972421	
107	54501	266.282	1.35597	-0.259859	3.30411	-3.09368	
136	122649	345.701	1.38804	-0.250449	2.80297	-2.04746	
31	23746	296.238	1.34118	0.206234	2.15723	1.24582	
41	24983	347.731	1.33699	0.182153	2.51191	0.347015	
53	57282	883.082	1.14656	0.123642	1.78386	0.623479	
31	37960	950.976	0.950899	-0.333948	1.67039	-0.994308	
123	131652	634.523	1.17147	-0.0111907	1.81376	-0.124556	
