5.719085039,5.98652402,5.432732599,5.09178367
2.785975265,2.709261721,2.598925112,2.6630504
5.307664128,5.388907408,5.490558098,5.615936571
10.13309545,10.0155497,11.8913763,11.77301507
3.706123037,3.73734469,3.474317877,3.56458881
0.057022874,-0.048107995,-0.003768278,-0.047773941
0.284245871,0.317132258,0.36907038,0.352907166
0.09079688,0.018522555,0.104099801,0.018877933
-0.993895427,-1.02901991,-1.025291816,-0.995182033
7.487920659,7.492917474,7.455155467,7.871464401
6.661488791,6.546802419,7.130091163,7.517704287
2.509984849,2.404885127,2.348597771,2.352397264
7.619300117,7.641375046,8.178369266,8.390388256
-0.964217535,-1.033948272,-1.03015855,-1.033787709
0.950747663,0.972138432,0.891034306,0.845768344
11.27786069,11.14412191,10.68833381,10.72606035
3.994380763,3.931443968,3.694618608,3.656846035
10.45130516,10.26921442,10.76971559,10.51115153
5.130600879,5.05414405,4.554731871,4.887619817
5.69180165,5.694513834,5.805865056,6.30863795
1.381109521,1.341694706,1.396397795,1.502491195
0.510388004,0.502090107,0.408698092,0.406518345
12.95905681,13.02960151,13.31807932,13.22212289
-1.017618124,-1.017945146,-0.975661464,-0.981481966
4.320054661,4.134365194,3.996588874,3.941308036
-1.070226208,-1.039215298,-1.066872726,-1.03762211
-0.4331534,-0.53689864,-0.535536337,-0.536666131
-1.066379319,-1.066950505,-1.062951296,-1.000573878
0.507093928,0.469050832,0.438502663,0.536612529
11.06437576,11.28550412,9.221417367,10.39456302
-0.4331534,-0.53689864,-0.535536337,-0.536666131
2.425873411,2.350332689,2.294341067,2.298395362
8.831634535,8.888812807,7.030039569,8.603419576
9.470452606,9.412977667,8.522413723,9.351325557
8.482779113,8.71969673,8.495979323,8.540612772
0.452186608,0.506599805,0.383757207,0.38162419
13.23157101,13.29112326,14.51562396,14.4032912
2.425410231,2.501120989,2.375660862,2.621857022
9.041703986,9.194692153,9.106302943,9.141719651
10.99684064,11.18617929,11.63490992,11.54776792
10.18631763,10.37665127,11.05617074,11.08394201
1.483317551,1.409428898,1.541876576,1.479229977
6.982424086,6.136232531,7.082664074,7.127762157
7.982809971,7.874449445,8.21713562,9.135910743
6.760694723,6.385841363,6.335332668,6.088589944
1.440662422,1.399089281,1.349002807,1.404174769
10.73828171,10.52487714,9.912716066,10.41250517
11.23247296,11.31107224,11.10827813,10.62637015
11.72667584,11.79125539,11.67834996,11.61014884
0.990062812,0.91774495,0.930275916,0.98623025
-1.070226208,-1.039215298,-1.066872726,-1.03762211
5.49811967,5.444238326,5.162511931,5.176302727
10.32293111,10.24494805,9.25181216,9.374179413
6.646669439,6.428357954,7.304243143,7.423152106
10.58068089,10.5572721,11.07309116,10.2170326
-1.052773637,-1.018438081,-1.011342731,-1.053060449
5.492399774,5.546885464,5.412093058,5.308981897
4.210833042,4.248764845,3.932717964,4.192131011
8.105704245,7.968055041,8.982310988,9.147886331
7.018753052,6.871203394,6.139171705,6.497181022
3.298994937,3.337942301,3.512565137,3.675734508
9.557219977,9.445280346,11.4207835,11.26673707
16.15876821,16.02008189,15.21941902,15.23555991
10.0615809,10.06684638,9.955171073,10.26316248
0.215890626,0.240741949,0.147291383,0.14548619
0.755776257,0.716358295,0.654084719,0.719791501
1.312081605,1.270720324,1.220302493,1.243087629
8.158151735,8.325085529,9.287260193,9.70827165
6.370829417,6.212513793,6.224355741,6.19473944
7.119106374,7.519796319,9.040349564,9.199375095
10.93070556,10.94290255,10.80600684,10.5515539
7.758673497,7.781250037,8.294750925,8.203897346
2.850130768,2.797064253,2.473138729,2.669125477
3.429896966,3.349340658,3.369526925,3.442442191
9.146423773,9.339766345,10.18187352,10.23904622
8.321349483,8.39075747,7.159096737,7.946673405
6.680734338,6.653327731,6.666989357,6.824603238
-0.964217535,-1.033948272,-1.03015855,-1.033787709
4.217350581,4.240003885,4.114728271,4.305530199
2.628357114,2.767545813,2.694139375,2.937918183
12.09648253,12.03337662,12.44567091,12.49252014
4.890852394,4.986640749,5.107313078,5.165144961
1.646627118,1.412657688,1.427532631,1.450655965
3.605442903,3.589979931,3.28536793,3.236075732
4.525035016,4.418353295,3.668730465,3.729143191
10.62925871,10.7338568,12.38312602,11.05952594
6.473587849,6.40874859,6.036567756,6.524472385
3.28015973,3.250512791,3.089426511,3.105166849
9.715229965,9.61245306,11.39897208,11.25693129
7.838852873,8.054943354,8.968182819,8.393185939
5.91368106,6.092497336,4.310225378,4.164566671
10.86540486,10.96236596,9.844476154,9.758919615
9.456514838,9.533707284,9.072094748,9.057384117
-0.588126258,-0.524133808,-0.587232364,-0.553999853
6.158775676,6.159933985,6.573454483,6.30833118
4.320400137,4.177681463,3.798057362,3.762365347
0.44553184,0.504738474,0.411551731,0.477317575
11.75429699,11.76846777,11.85539053,11.89899454
7.653601581,7.566223352,7.108791067,8.24216971
-0.00237934,-0.003003369,0.082352212,0.066504424
-0.964217535,-1.033948272,-1.03015855,-1.033787709
