,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NM_005319,3076.43078,5.715615758,0.31581423,-18.09803109,3.30E-73,6.31E-69
NM_000584,1260.847615,5.40058367,0.299735894,-18.01780758,1.41E-72,1.35E-68
NM_014330,14236.23423,4.096417052,0.246005898,-16.65170262,2.94E-62,1.87E-58
NM_016095,2083.15686,-3.764802882,0.267023126,14.09916415,3.84E-45,1.84E-41
NM_003378,3805.426701,3.418330538,0.247700677,-13.80024707,2.54E-43,9.71E-40
NM_002160,276.6874248,6.379397512,0.462832328,-13.78338792,3.21E-43,1.02E-39
NM_144999,797.9599342,-3.576445203,0.274159602,13.04512107,6.77E-39,1.85E-35
NM_006945,333.8538615,4.633277935,0.382047485,-12.12749231,7.55E-34,1.81E-30
NM_003407,5200.260541,2.941810429,0.245504315,-11.98272393,4.38E-33,9.30E-30
NM_020223,418.1516284,-3.506029416,0.296000817,11.84466126,2.29E-32,4.39E-29
NM_002089,350.1916122,4.049940195,0.342567121,-11.82232604,2.99E-32,5.20E-29
NM_001318835,433.3842003,3.806047461,0.322196494,-11.81281465,3.35E-32,5.34E-29
NR_134538,557.2249826,3.235845914,0.278833712,-11.60493075,3.89E-31,5.72E-28
NM_004091,1217.813594,-3.048837182,0.263905775,11.55274903,7.15E-31,9.76E-28
NM_005225,1324.683817,-2.927369524,0.253662587,11.5404071,8.25E-31,1.05E-27
NM_153695,1016.049587,-3.166681667,0.275356156,11.50031185,1.31E-30,1.57E-27
NM_001330480,138.1666302,5.09612524,0.462851974,-11.01027008,3.41E-28,3.84E-25
NM_002090,205.7864446,4.314453261,0.393161383,-10.97374628,5.11E-28,5.43E-25
NM_001237,3660.170452,-2.571993402,0.243786793,10.5501753,5.07E-26,4.85E-23
NM_014398,738.3271576,2.803646238,0.265691976,-10.55224281,4.96E-26,4.85E-23
NR_109779,128.876675,4.791901301,0.457596043,-10.47190284,1.16E-25,1.06E-22
NM_057749,1588.855718,-3.693052292,0.35339289,10.45027332,1.46E-25,1.27E-22
NM_006082,18437.42919,-2.461018289,0.237281232,10.37173597,3.33E-25,2.77E-22
NM_024094,1898.494588,-2.834392678,0.27673063,10.24242485,1.28E-24,1.02E-21
NM_002358,2852.688101,-2.567718857,0.251220744,10.22096668,1.60E-24,1.22E-21
NM_001071,1846.266656,-2.482498037,0.244347884,10.15968707,3.00E-24,2.21E-21
NM_004210,368.3459125,2.966151266,0.29283108,-10.12922285,4.10E-24,2.90E-21
NM_004419,12536.87136,2.400249595,0.237420837,-10.10968383,5.00E-24,3.42E-21
NM_020675,742.031985,-2.702795516,0.269666762,10.02272395,1.21E-23,7.99E-21
NM_021992,264.6081466,-3.275349117,0.33079601,9.901416645,4.10E-23,2.62E-20
NM_002157,986.0954517,-2.518748433,0.254844304,9.883479425,4.91E-23,3.03E-20
NM_002228,1051.711151,2.481554592,0.253669776,-9.782618315,1.34E-22,7.99E-20
NR_125386,158.0026673,3.755871175,0.388744348,-9.661545423,4.39E-22,2.54E-19
NM_005915,6959.699295,-2.502237219,0.259162671,9.655083454,4.68E-22,2.63E-19
NM_018154,3160.809121,-2.299827428,0.239297344,9.610752009,7.20E-22,3.93E-19
NM_001080424,3487.466493,2.452429678,0.255649645,-9.592932064,8.56E-22,4.55E-19
NM_080282,137.7588992,3.899162361,0.40819746,-9.552147542,1.27E-21,6.56E-19
NM_005562,2127.316648,2.477254878,0.260201476,-9.520525861,1.72E-21,8.67E-19
NM_000946,1436.607728,-2.4048954,0.253780696,9.476273939,2.64E-21,1.29E-18
NM_000602,5785.74219,2.605210172,0.275193219,-9.466839982,2.88E-21,1.32E-18
NM_032043,1718.896431,-2.52312604,0.266532706,9.466478159,2.89E-21,1.32E-18
NR_103548,131.0110769,3.904783308,0.412415356,-9.468084183,2.85E-21,1.32E-18
NM_005564,167.6807923,3.451331096,0.365875828,-9.43306671,3.98E-21,1.77E-18
NM_022818,9526.876857,2.58538802,0.274425468,-9.421093599,4.46E-21,1.94E-18
NM_153705,1122.312015,-2.395213364,0.255683046,9.367900611,7.40E-21,3.10E-18
NM_183376,2031.464056,2.781764514,0.296974405,-9.367017716,7.46E-21,3.10E-18
NM_000454,7089.551109,-2.160948029,0.232730817,9.285182142,1.61E-20,6.57E-18
NM_030912,5749.697508,2.160680885,0.233736335,-9.244095013,2.37E-20,9.45E-18
NM_003258,8026.864149,-2.184062469,0.238488754,9.157926439,5.29E-20,2.06E-17
NM_015204,75.88796276,4.902494837,0.537883552,-9.114416708,7.91E-20,3.02E-17
NM_000143,1816.784834,-2.245888351,0.247168717,9.086458754,1.02E-19,3.80E-17
NM_014911,4472.80358,2.282087296,0.251181529,-9.085410484,1.03E-19,3.80E-17
NM_033402,806.2798628,-2.366448283,0.261647758,9.044404963,1.50E-19,5.43E-17
NM_004668,87.18557458,4.231893934,0.472716036,-8.952296113,3.48E-19,1.23E-16
NM_000019,2559.188024,-2.131717684,0.24238929,8.794603449,1.44E-18,4.99E-16
NM_001278674,82.63194125,4.308510743,0.493882916,-8.723749298,2.69E-18,9.19E-16
NM_018132,575.4968475,-2.300209019,0.267261547,8.606584234,7.53E-18,2.52E-15
NM_002128,569.8885772,-2.295220512,0.266866734,8.600624293,7.93E-18,2.60E-15
NM_006739,6681.434108,-2.23169779,0.259525343,8.599151675,8.03E-18,2.60E-15
NM_022909,533.2551365,-2.453724986,0.287644913,8.530395889,1.46E-17,4.65E-15
NM_001827,2615.341561,-2.02662701,0.237921355,8.518054244,1.62E-17,5.09E-15
NM_013432,2754.188188,-2.140344647,0.251995523,8.493582039,2.00E-17,6.18E-15
NM_001570,649.6969573,2.361404528,0.27808606,-8.491632159,2.04E-17,6.18E-15
NM_017539,123.7504038,3.771398072,0.44534019,-8.46857785,2.48E-17,7.42E-15
NM_001085481,1208.483383,2.387462773,0.282374651,-8.454947218,2.79E-17,8.21E-15
NM_003512,162.3843551,3.622930887,0.428610958,-8.452725766,2.85E-17,8.24E-15
NM_004907,7684.816422,2.014075037,0.238561223,-8.44259185,3.10E-17,8.86E-15
NR_125841,86.86423413,4.117075691,0.488399666,-8.429726666,3.46E-17,9.74E-15
NM_080593,678.5389594,2.73373138,0.326860681,-8.363598138,6.08E-17,1.69E-14
NM_001164586,62.44185051,4.473459433,0.537831912,-8.317579033,8.98E-17,2.45E-14
NM_005483,2704.576521,-2.121047905,0.255151901,8.31288301,9.34E-17,2.52E-14
NM_005782,6097.888696,-2.034530614,0.245076816,8.301603756,1.03E-16,2.73E-14
NM_000194,1822.262798,-2.02743878,0.245910275,8.244628152,1.66E-16,4.34E-14
NM_000884,13810.70469,-1.924142087,0.234825581,8.193920255,2.53E-16,6.53E-14
NM_004629,2152.354451,-1.979926431,0.241813049,8.187839474,2.66E-16,6.78E-14
NM_001242757,723.6802978,-2.161682007,0.264480973,8.173298741,3.00E-16,7.55E-14
NM_014573,2221.215047,-2.300674502,0.282256488,8.151006631,3.61E-16,8.85E-14
NM_144666,744.5593938,2.267241766,0.278156384,-8.150960729,3.61E-16,8.85E-14
NM_001731,4885.746517,2.886790534,0.354569852,-8.14166945,3.90E-16,9.44E-14
NM_002689,1128.783358,-2.100293578,0.259520762,8.092969376,5.82E-16,1.39E-13
NM_002271,13742.43306,-2.027055116,0.250745999,8.084097546,6.26E-16,1.48E-13
NM_013376,2045.13842,2.053389093,0.25414107,-8.079721604,6.49E-16,1.51E-13
NM_014905,1202.417135,2.259669323,0.280006593,-8.070057568,7.03E-16,1.62E-13
NM_005993,4594.082837,-1.969407825,0.244566525,8.052646711,8.10E-16,1.84E-13
NM_003528,167.3092672,3.304294204,0.411542094,-8.029055242,9.82E-16,2.21E-13
NM_001080471,2035.684482,1.922330912,0.239829025,-8.015422293,1.10E-15,2.44E-13
NR_027420,354.1979454,2.301379426,0.287188811,-8.013471763,1.12E-15,2.45E-13
NM_001944,61.91004194,4.172642932,0.521362659,-8.003340593,1.21E-15,2.63E-13
NM_001964,12013.9906,2.141408833,0.26995319,-7.932519092,2.15E-15,4.61E-13
NM_198468,1726.324525,-2.032639265,0.257055935,7.907381181,2.63E-15,5.58E-13
NR_027157,134.8313399,-2.892437429,0.369075304,7.836984468,4.61E-15,9.70E-13
NM_025107,50.17680882,4.493354463,0.573520234,-7.834692125,4.70E-15,9.77E-13
NM_000228,127.731512,2.975244491,0.380525166,-7.818785076,5.33E-15,1.10E-12
NM_002014,8229.320829,-1.934942632,0.248724664,7.779456222,7.28E-15,1.48E-12
NM_002388,292.2395797,-2.30651238,0.296657133,7.775010679,7.54E-15,1.52E-12
NM_003764,163.6445919,2.698070695,0.347599928,-7.762000162,8.36E-15,1.67E-12
NM_020133,1396.918307,2.416436064,0.311369006,-7.760682721,8.45E-15,1.67E-12
NM_175884,1341.105167,1.920122154,0.247676222,-7.752549434,9.01E-15,1.76E-12
NR_033872,399.7532852,2.190479655,0.283434576,-7.728343118,1.09E-14,2.10E-12
NM_001254,4952.035018,-2.079771696,0.269812621,7.708207603,1.28E-14,2.44E-12
NM_130386,45.979638,4.566009073,0.594654138,-7.678428156,1.61E-14,3.05E-12
NM_004374,3239.969844,-1.806319298,0.235676067,7.664415489,1.80E-14,3.34E-12
NM_007113,104.7206611,3.286005635,0.428753273,-7.664094587,1.80E-14,3.34E-12
NR_044993,216.9510509,2.514439576,0.328357288,-7.657632909,1.89E-14,3.48E-12
NM_002915,1211.842497,-2.173938385,0.283939479,7.656344215,1.91E-14,3.48E-12
NM_000379,84.33385147,3.389270384,0.444885009,-7.618306564,2.57E-14,4.64E-12
NM_018248,821.059553,-2.1419991,0.282036462,7.594759506,3.08E-14,5.51E-12
NM_198461,1572.678966,1.864154256,0.245568818,-7.59116842,3.17E-14,5.61E-12
NM_002229,2080.27945,1.935131549,0.255623703,-7.570235179,3.73E-14,6.54E-12
NM_001039771,199.6076515,2.664484115,0.352388669,-7.561208262,3.99E-14,6.94E-12
NM_006470,2838.234554,2.132703707,0.282426213,-7.551366023,4.31E-14,7.35E-12
NM_018420,522.1161323,2.053497509,0.271910298,-7.552113787,4.28E-14,7.35E-12
NM_000436,2016.458263,-1.852570858,0.24594645,7.532415526,4.98E-14,8.43E-12
NM_000156,399.1442345,-2.281176983,0.303119706,7.525663747,5.25E-14,8.80E-12
NM_002032,24223.94868,1.741251328,0.231775351,-7.512668293,5.79E-14,9.63E-12
NM_025130,203.1387123,2.665573188,0.355238746,-7.503610504,6.21E-14,1.02E-11
NM_030572,68.03483236,3.668991449,0.489922707,-7.488918956,6.94E-14,1.13E-11
NM_004701,2272.47756,-2.147592481,0.287149525,7.479004123,7.49E-14,1.21E-11
NM_004237,1446.277516,-2.069642178,0.276914783,7.473931722,7.78E-14,1.25E-11
NM_002947,879.3980511,-1.930835397,0.258584072,7.466954105,8.21E-14,1.31E-11
NM_001080470,1296.570862,1.843846729,0.247291304,-7.456172952,8.91E-14,1.41E-11
NM_001287740,118.3415488,3.270893068,0.439274497,-7.446125572,9.61E-14,1.51E-11
NM_012248,6742.613339,1.909704057,0.256576457,-7.443021402,9.84E-14,1.53E-11
NM_014214,447.5244091,-2.228872961,0.300874829,7.407974162,1.28E-13,1.98E-11
NM_002204,33162.02713,1.753666218,0.237051664,-7.39782285,1.38E-13,2.12E-11
NM_001220778,41.67503429,4.435653396,0.599695416,-7.396510419,1.40E-13,2.12E-11
NM_001568,12568.75632,-1.719212165,0.232726676,7.387258703,1.50E-13,2.26E-11
NM_001037330,636.6325003,2.011330032,0.272776956,-7.373533524,1.66E-13,2.48E-11
NM_032433,569.4341874,2.091014896,0.283775399,-7.368555921,1.72E-13,2.56E-11
NM_014941,112.1428426,2.981457775,0.404911648,-7.363230443,1.80E-13,2.64E-11
NM_003655,2371.573375,1.937105586,0.263460738,-7.352539893,1.94E-13,2.84E-11
NM_003875,3439.128233,-1.871883812,0.255090282,7.338122785,2.17E-13,3.14E-11
NM_001291661,47.71830608,4.079384994,0.5560964,-7.335751492,2.20E-13,3.17E-11
NM_001037806,1407.929088,1.89135017,0.258118774,-7.327441316,2.35E-13,3.35E-11
NM_018397,650.906027,-2.127883548,0.290584529,7.322769569,2.43E-13,3.44E-11
NM_013276,1368.822675,-2.122711082,0.28998559,7.320057106,2.48E-13,3.46E-11
NM_020318,50.96986938,4.080771786,0.557411224,-7.320935798,2.46E-13,3.46E-11
NM_002374,226.2061976,2.401529556,0.328210735,-7.317035378,2.54E-13,3.51E-11
NM_000291,12922.91871,-1.690612148,0.231388583,7.306376687,2.74E-13,3.78E-11
NM_005956,5191.493031,-1.720869477,0.236789504,7.26750742,3.66E-13,5.00E-11
NM_001077710,2606.10898,2.134951984,0.293965725,-7.262588134,3.80E-13,5.15E-11
NR_028502,300.0815904,2.496944681,0.344805895,-7.241595112,4.43E-13,5.97E-11
NR_135633,132.3820794,2.615032397,0.362655015,-7.210798931,5.56E-13,7.44E-11
NM_173462,334.4145947,-2.108656301,0.292531622,7.208302087,5.67E-13,7.52E-11
NM_021922,868.3523464,-1.83882848,0.255390324,7.200071057,6.02E-13,7.94E-11
NM_002133,2693.028043,1.902188881,0.264279422,-7.197642803,6.13E-13,8.02E-11
NM_001293626,45.25738187,4.00607164,0.559057713,-7.165756851,7.74E-13,1.01E-10
NM_032336,1082.858818,-1.986332834,0.277818034,7.149762033,8.69E-13,1.12E-10
NM_005189,1836.132743,-1.817450728,0.254338833,7.145785425,8.95E-13,1.15E-10
NM_000922,390.1550748,-2.007807613,0.281182375,7.140588432,9.29E-13,1.18E-10
NM_003068,73.45124732,3.459981583,0.484553166,-7.140561297,9.30E-13,1.18E-10
NM_001243288,462.4661989,-2.440495228,0.342291732,7.129869059,1.00E-12,1.26E-10
NM_002616,4946.535517,1.860361526,0.261085153,-7.125497197,1.04E-12,1.30E-10
NM_005932,960.4335462,-1.808526866,0.253974685,7.120894227,1.07E-12,1.33E-10
NM_016642,284.2843755,2.345412956,0.329656494,-7.114717889,1.12E-12,1.38E-10
NM_003249,2920.543231,-1.69352457,0.238378656,7.104346511,1.21E-12,1.48E-10
NM_001033,291.8904908,-2.139937071,0.303066414,7.060950896,1.65E-12,2.01E-10
NM_001561,78.48300753,3.144593369,0.448421576,-7.01258266,2.34E-12,2.83E-10
NM_001005567,201.0232494,-2.412324046,0.344044602,7.011660796,2.36E-12,2.83E-10
NM_153228,62.75419016,3.396690569,0.484590642,-7.009401908,2.39E-12,2.86E-10
NM_153838,38.51502654,4.122361528,0.588845386,-7.000753724,2.55E-12,3.02E-10
NM_006469,3864.014399,-1.643123805,0.235398318,6.980184996,2.95E-12,3.48E-10
NM_199511,56.24804894,3.538407564,0.507457956,-6.972809325,3.11E-12,3.64E-10
NM_000197,53.06617585,3.57081629,0.513987589,-6.94728116,3.72E-12,4.34E-10
NM_031966,8158.709726,-1.718484355,0.247405038,6.946036213,3.76E-12,4.35E-10
NM_080626,376.5899969,-2.022400003,0.291252473,6.943803714,3.82E-12,4.40E-10
NM_006432,1525.374728,-1.76559684,0.254364554,6.941206274,3.89E-12,4.45E-10
NM_003235,51.57403176,3.642830897,0.525223335,-6.935775039,4.04E-12,4.60E-10
NM_004073,2265.986455,1.717456413,0.248015633,-6.924790968,4.37E-12,4.94E-10
NM_003064,157.6960791,2.562387975,0.371258136,-6.901903892,5.13E-12,5.77E-10
NM_004750,746.6570765,-1.75968454,0.257488574,6.834029627,8.26E-12,9.23E-10
NM_020394,145.9705292,-2.500588727,0.36671342,6.818917967,9.17E-12,1.02E-09
NM_004260,6536.331659,-1.62336789,0.238202007,6.815089057,9.42E-12,1.04E-09
NM_001433,936.2785608,1.977670354,0.290512687,-6.807518034,9.93E-12,1.09E-09
NM_138342,1720.672728,-1.725087103,0.254554939,6.776875402,1.23E-11,1.34E-09
NM_003900,257.1734087,2.100784444,0.310509875,-6.765596239,1.33E-11,1.44E-09
NM_030579,17331.17446,-1.562872609,0.231237213,6.758741776,1.39E-11,1.50E-09
NM_013280,63.48064284,3.243294311,0.48101577,-6.742594551,1.56E-11,1.67E-09
NM_005321,41.10672865,3.830547776,0.568227171,-6.741225988,1.57E-11,1.68E-09
NM_005347,56046.23294,1.547045207,0.229720836,-6.734457496,1.65E-11,1.75E-09
NM_177401,6032.540245,1.700600969,0.252712948,-6.729378077,1.70E-11,1.80E-09
NM_015261,4183.392775,-1.606575544,0.238867875,6.725791588,1.75E-11,1.83E-09
NM_020242,1508.379278,-1.701362445,0.253439297,6.713096455,1.91E-11,1.99E-09
NM_018663,470.1559143,-1.827298606,0.272472239,6.706366182,2.00E-11,2.07E-09
NM_014109,10779.19464,-1.704744868,0.254646578,6.694552434,2.16E-11,2.24E-09
NM_198516,809.5853761,-1.822172517,0.272556944,6.685474555,2.30E-11,2.37E-09
NM_144717,444.511338,2.398039436,0.359098022,-6.677952223,2.42E-11,2.48E-09
NR_110375,697.8521957,-1.863297616,0.279177845,6.674231678,2.49E-11,2.53E-09
NR_104185,103.9286324,2.639595885,0.395810602,-6.668835737,2.58E-11,2.61E-09
NM_017533,29.04736544,4.192412732,0.631898945,-6.634625307,3.25E-11,3.27E-09
NM_138420,6462.842924,1.788166038,0.269578733,-6.633186584,3.29E-11,3.29E-09
NM_018351,1927.177696,1.739899587,0.262611648,-6.625370956,3.46E-11,3.45E-09
NR_034072,2976.984609,1.991049438,0.302681539,-6.578033933,4.77E-11,4.72E-09
NM_007080,826.1270924,-1.681815382,0.255720653,6.5767679,4.81E-11,4.74E-09
NM_021129,4149.73729,-1.571245921,0.239198318,6.568800054,5.07E-11,4.97E-09
NM_018980,139.9109572,2.431167184,0.37175741,-6.539660316,6.17E-11,6.02E-09
NM_000788,1656.736862,-1.643862984,0.252891155,6.500278681,8.02E-11,7.71E-09
NM_006734,1619.850617,1.877655255,0.288844099,-6.500583743,8.00E-11,7.71E-09
NM_030928,2905.996884,-1.560410429,0.240060882,6.500061222,8.03E-11,7.71E-09
NM_004523,3014.558932,-1.640267015,0.252564765,6.494441197,8.33E-11,7.97E-09
NM_006291,5200.266821,1.607555162,0.248187891,-6.477170007,9.35E-11,8.89E-09
NM_002412,273.1182953,-1.918318897,0.297582786,6.446336908,1.15E-10,1.08E-08
NM_002360,2285.102443,1.664833674,0.258357406,-6.443916977,1.16E-10,1.10E-08
NM_002451,10823.66916,-1.760111102,0.273549533,6.434341465,1.24E-10,1.16E-08
NM_013300,341.470102,-1.992047095,0.310415493,6.417357192,1.39E-10,1.29E-08
NM_198447,381.0455964,1.825457872,0.284650711,-6.412974917,1.43E-10,1.32E-08
NM_014256,1311.182432,1.803275641,0.281564005,-6.404496338,1.51E-10,1.39E-08
NM_012294,716.7615131,-1.716222972,0.268075727,6.402008096,1.53E-10,1.41E-08
NM_000947,1011.851304,-1.622579977,0.253593499,6.398350052,1.57E-10,1.44E-08
NM_015193,1038.67888,1.72137936,0.269127365,-6.396151343,1.59E-10,1.45E-08
NM_001130677,1639.127531,-1.768772012,0.276761953,6.390950764,1.65E-10,1.49E-08
NM_006713,3611.885517,-1.61741164,0.253063157,6.391335897,1.64E-10,1.49E-08
NM_133475,253.5589804,2.160644206,0.338117531,-6.390216445,1.66E-10,1.49E-08
NM_017669,1233.167745,-1.691260496,0.264888378,6.38480445,1.72E-10,1.53E-08
NR_027277,312.8110131,-1.925329977,0.301653658,6.382584551,1.74E-10,1.55E-08
NM_001984,4544.57368,-1.557577798,0.244173036,6.378991805,1.78E-10,1.58E-08
NM_021141,24262.47111,-1.513610542,0.237356854,6.376940521,1.81E-10,1.59E-08
NM_006166,1233.432217,-1.715976524,0.269131683,6.375973672,1.82E-10,1.59E-08
NM_001713,36.72427341,3.686445118,0.57921466,-6.364557692,1.96E-10,1.71E-08
NM_022132,2764.493723,-1.50884872,0.237155926,6.362264467,1.99E-10,1.73E-08
NM_003384,1938.542736,-1.675168818,0.263388182,6.360075871,2.02E-10,1.74E-08
NM_006231,7954.63996,-1.631184208,0.256739971,6.353448589,2.11E-10,1.81E-08
NM_182981,1405.177769,1.666386196,0.262260596,-6.353932776,2.10E-10,1.81E-08
NM_020529,2058.858234,1.722508358,0.271968736,-6.333479297,2.40E-10,2.05E-08
NM_019018,374.5293799,-1.801507176,0.284761902,6.326363062,2.51E-10,2.13E-08
NM_152367,41.00696453,3.61591095,0.572068476,-6.320765958,2.60E-10,2.20E-08
NM_052844,4073.511484,-1.575801191,0.249688271,6.311074148,2.77E-10,2.33E-08
NM_000963,179.2511561,2.693245219,0.428039779,-6.292044222,3.13E-10,2.63E-08
NM_014078,2349.461654,-1.495186699,0.237757169,6.28871343,3.20E-10,2.67E-08
NM_138433,41.18289536,3.541953012,0.563388989,-6.286869427,3.24E-10,2.69E-08
NM_002567,6180.423891,-1.494880076,0.238173487,6.276433606,3.46E-10,2.87E-08
NR_024277,56.50275674,3.075792277,0.490168726,-6.274966387,3.50E-10,2.88E-08
NM_006460,6835.302086,1.477894513,0.23575237,-6.268842657,3.64E-10,2.99E-08
NM_012240,125.329527,2.710031219,0.433005502,-6.258653078,3.88E-10,3.17E-08
NM_000575,50.34738346,3.146861361,0.503358677,-6.251727654,4.06E-10,3.30E-08
NM_032290,767.5010861,-2.003488329,0.320712575,6.246990249,4.18E-10,3.39E-08
NM_021058,46.11810516,3.413155155,0.547861154,-6.229963792,4.67E-10,3.76E-08
NM_001866,2356.835059,-1.506245271,0.242645698,6.207591085,5.38E-10,4.30E-08
NR_002734,498.1441849,-1.735067449,0.279494411,6.207878862,5.37E-10,4.30E-08
NR_027487,325.4292237,1.975919637,0.318462188,-6.204565907,5.48E-10,4.37E-08
NM_152443,87.04898062,2.725878516,0.439494708,-6.202301108,5.56E-10,4.41E-08
NM_020165,1740.762303,-1.76060157,0.283956578,6.200249289,5.64E-10,4.45E-08
NM_001282387,67.49763072,2.915087012,0.470316788,-6.198135143,5.71E-10,4.50E-08
NM_145294,1204.938789,-1.578700371,0.254874878,6.194021101,5.86E-10,4.60E-08
NM_007006,9311.41414,-1.496085944,0.241712997,6.189513861,6.04E-10,4.71E-08
NM_000967,1928.094805,-1.540922234,0.249367395,6.179325237,6.44E-10,5.00E-08
NM_000097,16813.62928,-1.439750831,0.233131138,6.17571227,6.59E-10,5.03E-08
NM_001291913,183.7063834,2.359795481,0.382129115,-6.175387811,6.60E-10,5.03E-08
NM_002787,4186.085731,-1.456047647,0.235753605,6.176141603,6.57E-10,5.03E-08
NM_013391,83.13870543,2.979681636,0.482454103,-6.176093473,6.57E-10,5.03E-08
NM_138462,1531.292923,-1.731165044,0.280327945,6.175499352,6.60E-10,5.03E-08
NM_018440,337.7549214,1.808905233,0.29307675,-6.172121241,6.74E-10,5.11E-08
NM_001145176,32.07072407,3.644151146,0.591667216,-6.159122981,7.31E-10,5.53E-08
NM_001211,4966.455816,-1.600636033,0.259940316,6.157705961,7.38E-10,5.56E-08
NM_016281,1284.921776,1.60424506,0.260960324,-6.147467302,7.87E-10,5.90E-08
NM_020233,525.129338,1.705534393,0.278183378,-6.130971602,8.73E-10,6.52E-08
NM_005003,2147.089886,-1.473372584,0.240520802,6.125759476,9.03E-10,6.70E-08
NM_005499,3595.212846,-1.454086812,0.237403763,6.124952682,9.07E-10,6.70E-08
NM_172250,385.8555934,1.719005218,0.280662846,-6.124805051,9.08E-10,6.70E-08
NM_003786,2347.797974,1.497482314,0.244575092,-6.122791591,9.19E-10,6.74E-08
NM_005441,1901.714389,-1.554269787,0.253838193,6.123072995,9.18E-10,6.74E-08
NM_006191,9074.871827,-1.598939166,0.261171076,6.122190817,9.23E-10,6.74E-08
NM_001142684,434.837865,1.702487506,0.278221326,-6.119184059,9.41E-10,6.84E-08
NM_000745,309.3238776,-1.929280614,0.315882789,6.107583832,1.01E-09,7.30E-08
NR_125361,72.12067097,2.714860535,0.444470874,-6.108072973,1.01E-09,7.30E-08
NM_014762,7006.14903,-1.451546927,0.237779766,6.104585569,1.03E-09,7.41E-08
NM_020340,1463.244912,1.566366739,0.256823909,-6.098991112,1.07E-09,7.64E-08
NM_080654,40.94503748,-3.230016005,0.530916848,6.083845366,1.17E-09,8.37E-08
NR_024386,474.3614925,1.656529309,0.272574347,-6.077348536,1.22E-09,8.69E-08
NM_001185093,201.639371,2.25820053,0.371763795,-6.074288455,1.25E-09,8.82E-08
NM_006101,1884.885735,-1.546424476,0.254774769,6.069770885,1.28E-09,9.04E-08
NM_018593,127.8034708,-2.170203955,0.358931504,6.04628998,1.48E-09,1.04E-07
NM_199242,1082.026118,1.507009162,0.249377938,-6.043073321,1.51E-09,1.06E-07
NM_153366,68.86133427,2.794862199,0.462627242,-6.041283226,1.53E-09,1.07E-07
NM_002945,7435.042896,-1.427879255,0.236684008,6.032850586,1.61E-09,1.12E-07
NM_002842,140.6104615,2.501098723,0.41482132,-6.029339872,1.65E-09,1.14E-07
NM_003483,9764.446484,-1.643354824,0.272608895,6.028250922,1.66E-09,1.14E-07
NM_022746,684.7229011,-1.779017205,0.295209035,6.026296612,1.68E-09,1.15E-07
NM_000978,12649.85392,-1.390789976,0.230828057,6.025220656,1.69E-09,1.16E-07
NM_032782,34.4938912,3.449952085,0.572752384,-6.023461763,1.71E-09,1.17E-07
NR_110954,58.02060992,3.079508366,0.511629008,-6.019026127,1.75E-09,1.19E-07
NM_001080475,1019.999591,1.861351208,0.309370305,-6.016580063,1.78E-09,1.21E-07
NM_020947,3198.487096,1.53107665,0.255496618,-5.992551522,2.07E-09,1.40E-07
NR_103860,79.44125391,2.663304554,0.444674908,-5.989329528,2.11E-09,1.42E-07
NM_020191,2497.718949,-1.43753767,0.240057645,5.988301972,2.12E-09,1.42E-07
NM_016354,1440.344379,-1.57463195,0.263249127,5.98152773,2.21E-09,1.48E-07
NM_001012418,78.97992351,2.503390363,0.419019366,-5.974402542,2.31E-09,1.54E-07
NM_001029869,139.3847692,2.159432657,0.361752776,-5.969360293,2.38E-09,1.58E-07
NM_007027,4300.916827,-1.731766932,0.290102824,5.969493531,2.38E-09,1.58E-07
NM_001134493,4702.441631,-1.418995539,0.237887641,5.964982175,2.45E-09,1.61E-07
NM_003940,1685.394419,-1.519929293,0.25480974,5.964957595,2.45E-09,1.61E-07
NM_001195581,941.2801368,1.756365462,0.294597098,-5.961923836,2.49E-09,1.63E-07
NM_001316321,2152.616656,1.501824629,0.252470865,-5.948506697,2.71E-09,1.77E-07
NM_001319682,34.75694337,-3.399397117,0.571717145,5.945942228,2.75E-09,1.79E-07
NM_000350,152.5938386,2.728274167,0.459307528,-5.93997268,2.85E-09,1.85E-07
NM_001620,48597.88075,1.380206512,0.232543135,-5.935270949,2.93E-09,1.89E-07
NM_014117,4807.133233,1.431326965,0.241171808,-5.934885074,2.94E-09,1.89E-07
NM_032997,53.190413,-3.049999237,0.514304765,5.930334394,3.02E-09,1.94E-07
NM_004045,815.4206913,-1.522263646,0.256726871,5.929506477,3.04E-09,1.94E-07
NM_005002,2050.225762,-1.428230453,0.240892823,5.928904127,3.05E-09,1.94E-07
NM_001823,6606.889931,-1.388695346,0.234383638,5.924881778,3.13E-09,1.99E-07
NR_027283,33.92871513,3.515280239,0.593464318,-5.923321983,3.16E-09,2.00E-07
NM_015907,2359.371965,-1.519266807,0.257340707,5.903717395,3.55E-09,2.24E-07
NM_001618,12577.35415,-1.382571743,0.234237876,5.902426066,3.58E-09,2.25E-07
NM_000522,113.1523425,-2.179472841,0.36968715,5.895451989,3.74E-09,2.34E-07
NM_005431,828.9458113,-1.794772766,0.304598698,5.892253582,3.81E-09,2.38E-07
NM_000393,380.3541741,1.964782834,0.333571855,-5.890133733,3.86E-09,2.40E-07
NM_024830,3576.767485,-1.64257298,0.278880768,5.889875424,3.86E-09,2.40E-07
NM_001128228,420.2765446,-1.753543085,0.297824085,5.887848484,3.91E-09,2.42E-07
