,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NM_018131,55.13440093,-1.478878084,0.477547373,3.096819643,0.001956088,0.021131281
NM_001195220,725.4420486,0.881568144,0.284742101,-3.096023178,0.00196135,0.02117616
NR_026967,30.43485595,-1.63256731,0.527351079,3.09578832,0.001962904,0.021180979
NM_017955,727.7224391,-0.847115701,0.273678319,3.095297078,0.001966159,0.021204128
NM_153371,1870.858782,0.760028275,0.245587159,-3.094739479,0.001969858,0.021232053
NM_001762,578.8810556,-0.828893099,0.267913939,3.093878214,0.001975586,0.021281788
NM_016245,1544.089661,-0.956338831,0.309201244,3.09293332,0.001981887,0.021337643
NM_001077399,318.9722228,-0.911841551,0.294841909,3.092645666,0.001983808,0.021346315
NM_017421,789.529186,-0.789946372,0.255461368,3.092234176,0.001986561,0.021363907
NM_001329755,165.3209435,1.070085695,0.346460736,-3.088620392,0.002010882,0.021613308
NM_000628,788.1444852,0.820333091,0.265643597,-3.088096604,0.00201443,0.021639276
NM_144683,366.483381,-0.917412852,0.297153292,3.087338683,0.002019574,0.02168235
NR_024542,159.218025,-1.1547574,0.374066546,3.08703735,0.002021622,0.021692162
NM_007086,25.05262549,-1.726437716,0.559363002,3.086435304,0.00202572,0.021711769
NR_037615,19.80548933,1.844013797,0.597430814,-3.086572962,0.002024782,0.021711769
NM_139278,75.85309829,-1.30458923,0.42290583,3.084822052,0.00203674,0.021817647
NR_102302,28.0301262,1.76363766,0.571809795,-3.084308237,0.002040261,0.021843129
NM_005125,1116.132815,0.850846874,0.275956942,-3.083259541,0.002047465,0.021899199
NM_024656,6462.074853,-0.768837907,0.249374132,3.083070004,0.00204877,0.021899199
NM_198449,792.8738609,-0.888413998,0.288161112,3.083046117,0.002048934,0.021899199
NM_213566,353.8485497,-1.097337221,0.356276437,3.080016266,0.002069893,0.02211085
NM_017723,2049.453826,0.78583635,0.255179121,-3.079547999,0.00207315,0.022133274
NM_144633,31.81476417,1.702212674,0.552873272,-3.078847832,0.002078028,0.022172975
NM_001083614,39.7125555,-1.513420472,0.491660952,3.07817911,0.002082697,0.022210401
NM_002745,5992.58515,-0.781535913,0.253923646,3.077838259,0.00208508,0.022223425
NR_046422,18.84738651,1.951195167,0.634107886,-3.077071282,0.002090453,0.022268274
NM_015622,306.9675633,-0.892815435,0.290208111,3.076466174,0.002094701,0.022301098
NM_016433,2068.500094,0.735985443,0.239356541,-3.074849933,0.002106085,0.022409822
NM_018465,536.3699273,-0.815845637,0.265356492,3.074526766,0.002108368,0.022421638
NR_036446,26.0111992,1.72156826,0.560528482,-3.071330568,0.002131071,0.022650474
NM_152592,131.2311985,1.094121267,0.356303546,-3.070756047,0.002135175,0.022681492
NM_032521,1206.704812,0.811932349,0.264460105,-3.070150592,0.002139509,0.022714905
NR_135681,423.7226993,1.099259065,0.358173955,-3.069064765,0.0021473,0.022784978
NM_019046,46.181555,-1.515366948,0.493920219,3.068039918,0.002154678,0.022850585
NM_002279,9.470318622,2.073198715,0.675917589,-3.067235932,0.002160483,0.022899439
NM_001024674,472.6516808,-0.845653002,0.275762944,3.066594047,0.002165127,0.02293595
NM_018211,2152.145928,-0.842354848,0.274754618,3.065844187,0.002170564,0.022980816
NM_003329,304.9695866,-0.880286522,0.287254212,3.064486041,0.002180443,0.02307264
NM_016070,4778.19355,-0.788026089,0.257402754,3.061451665,0.002202666,0.023294893
NM_005801,16309.87321,0.733050831,0.239481478,-3.060991767,0.002206052,0.023317807
NM_016091,1098.021281,-0.754914546,0.246655913,3.060597805,0.002208956,0.023335607
NM_014520,438.0116327,-1.061428075,0.346958012,3.059240707,0.002218988,0.023428639
NR_028595,8.323748469,2.081134079,0.680383654,-3.058765545,0.00222251,0.023452879
NM_024009,64.54465936,1.420019031,0.464346819,-3.058100051,0.002227452,0.023491654
NM_030763,285.2762384,-0.892454832,0.291864141,3.057774858,0.00222987,0.023491654
NR_134580,6.674009272,2.079270995,0.679994014,-3.057778379,0.002229844,0.023491654
NM_015048,2274.925714,0.752196278,0.246201079,-3.055211132,0.002249021,0.023680362
NM_002872,2261.151353,0.796398415,0.260744807,-3.054321283,0.002255704,0.02373765
NM_000400,972.9961081,-0.765794991,0.251030715,3.050602754,0.002283825,0.024020364
NM_001145113,28.54210299,1.774785823,0.582027846,-3.04931428,0.002293644,0.024085764
NM_001162995,18.22866015,1.858764578,0.609638652,-3.048961172,0.002296342,0.024085764
NM_020859,2384.342168,0.731330584,0.239846652,-3.049159027,0.00229483,0.024085764
NM_024747,1917.092092,-0.819956814,0.268927298,3.04899064,0.002296116,0.024085764
NR_123715,45.09717055,-1.459662883,0.478661094,3.049470492,0.002292452,0.024085764
NR_073163,31.67513128,1.617619689,0.530803703,-3.047491341,0.002307602,0.024177344
NR_132422,437.5960839,0.89165086,0.292570285,-3.047646687,0.002306409,0.024177344
NM_014572,1162.154133,0.79153984,0.259787224,-3.046877477,0.002312319,0.024213505
NM_001291832,347.7448897,-0.89124781,0.29271135,3.044800995,0.002328343,0.024367953
NM_145663,93.4595225,-1.189821768,0.39080182,3.044565572,0.002330166,0.024373692
NM_002437,1443.246406,0.759463526,0.24951458,-3.043764117,0.002336383,0.024411974
NM_004343,27849.00482,-0.700082228,0.230017806,3.043600148,0.002337656,0.024411974
NM_032015,2894.456922,-0.779894624,0.256225492,3.043782327,0.002336241,0.024411974
NM_005422,114.5900223,1.093328282,0.35938052,-3.042258054,0.002348105,0.024507705
NM_013358,15.33798584,1.939467309,0.637724629,-3.041230057,0.002356137,0.024558196
NM_173598,532.070466,-1.079888801,0.355092725,3.041145945,0.002356796,0.024558196
NR_136705,16.14009019,1.963664248,0.645633543,-3.041453264,0.002354391,0.024558196
NM_001265582,61.68245458,-1.326646968,0.436286716,3.040768647,0.002359751,0.024562218
NM_001330161,659.5278108,0.820100988,0.269691502,-3.040885532,0.002358835,0.024562218
NM_017952,4469.255648,-0.751833079,0.247366416,3.039349845,0.002370894,0.024664775
NM_001419,5675.747635,-0.777850916,0.256017602,3.03827124,0.002379397,0.024739775
NM_153757,222.1839397,0.948825571,0.312656689,-3.034720209,0.002407589,0.025019301
NR_003044,72.06727632,-1.253558573,0.413441179,3.032011894,0.002429296,0.025231165
NM_001024921,164.4460424,-1.106230896,0.36488868,3.031694204,0.002431854,0.025244021
NM_001429,5224.753055,0.769966197,0.254059817,-3.03064926,0.002440285,0.025300477
NM_014367,1486.78117,-0.73481133,0.242469708,3.030528374,0.002441262,0.025300477
NR_037847,125.8965213,-1.048998496,0.346119121,3.030744138,0.002439519,0.025300477
NM_001305225,167.8900483,-1.016224824,0.335386629,3.030009955,0.002445457,0.025330216
NM_004278,563.5615074,0.804542654,0.265549654,-3.029725857,0.002447758,0.025340326
NM_002448,2474.922221,-0.788455523,0.260440873,3.0273878,0.002466773,0.025523355
NM_003110,1803.796146,0.726736134,0.240077342,-3.02709172,0.00246919,0.025534552
NM_020299,34.8687959,1.602091592,0.529424548,-3.026099937,0.002477304,0.025604612
NR_026829,30.46568494,-1.688693058,0.558444998,3.023920107,0.002495223,0.025775885
NM_006147,106.976831,1.164321547,0.385118972,-3.023277565,0.002500528,0.025816734
NM_001003702,152.5755462,0.999450615,0.330674363,-3.022461753,0.002507278,0.025872453
NM_014329,5140.73961,-0.747485557,0.24733161,3.02219986,0.002509448,0.025880882
NR_002561,167.1112906,-1.091980759,0.36136908,3.021788028,0.002512864,0.025902146
NM_017410,122.981125,-1.118001089,0.3700212,3.021451448,0.00251566,0.025905568
NM_032120,687.7211582,0.781187831,0.258549742,-3.021421816,0.002515906,0.025905568
NM_005390,49.74647183,-1.374293462,0.454988288,3.020502939,0.002523553,0.025970317
NM_018424,536.7815954,-0.901077641,0.298415921,3.01953608,0.002531621,0.026025349
NR_023353,72.39651523,-1.292460893,0.428032951,3.019535972,0.002531622,0.026025349
NM_002356,2599.979085,1.009771187,0.334437554,-3.019311605,0.002533498,0.026030638
NM_006833,3287.465339,-0.710755034,0.235449027,3.01872147,0.002538438,0.026067385
NM_032873,2071.684261,-0.780820539,0.258684589,3.01842697,0.002540906,0.026078728
NM_001318733,23.67951501,-1.710657083,0.566789146,3.018154272,0.002543194,0.026088204
NM_004595,49.17414199,-1.392478365,0.461901967,3.014662124,0.002572657,0.026376284
NR_104165,113.1662525,-1.148501139,0.381020607,3.01427565,0.002575936,0.026395756
NM_080881,50.10606315,1.379116592,0.457660409,-3.013405931,0.002583331,0.026457351
NM_080605,636.0366019,0.795017522,0.26387101,-3.012902102,0.002587624,0.026487128
NM_020337,400.0724878,0.974164215,0.323437394,-3.011909668,0.002596098,0.026559656
NR_110671,29.65923531,1.612533955,0.535736632,-3.009937827,0.002613012,0.026718394
NM_018392,1344.769611,-0.73816235,0.245367529,3.008394607,0.002626319,0.026840108
NR_024618,537.9741041,0.906306252,0.301285851,-3.008127492,0.002628628,0.026849361
NM_001270440,28.13071842,-1.689924664,0.561961853,3.007187505,0.002636771,0.026903785
NM_015974,596.7879239,-0.858982188,0.285631525,3.007308758,0.002635719,0.026903785
NM_207397,36.35968504,-1.628553992,0.541697431,3.006390468,0.002643693,0.026960026
NR_126356,165.0548491,-0.976191036,0.324824523,3.005287367,0.0026533,0.02704358
NR_026903,603.815838,0.861608282,0.286755482,-3.004679371,0.002658609,0.027083256
NM_000196,343.2374141,-0.967304671,0.321964909,3.004379188,0.002661234,0.027095559
NM_005190,98.9285681,-1.127311383,0.37538918,3.003047086,0.002672911,0.027199961
NR_002570,72.04254591,1.260247682,0.419791185,-3.00208229,0.002681397,0.027271802
NR_040023,281.4428776,0.981418576,0.326973096,-3.001527,0.002686292,0.027307067
NM_002031,183.2159218,1.156695989,0.385394461,-3.001330077,0.00268803,0.027310215
NR_033942,110.1369515,1.079493919,0.359836776,-2.999954396,0.0027002,0.027419294
NM_001286554,776.1670181,0.791820273,0.264008866,-2.999218495,0.002706731,0.027471023
NM_138774,3844.705408,0.715150961,0.238486515,-2.99870607,0.002711287,0.027502666
NM_004528,1297.322516,-0.767407125,0.256024778,2.997393965,0.002722986,0.027592056
NM_182705,2107.949031,-0.724696523,0.241764836,2.997526587,0.002721801,0.027592056
NM_001017995,2081.277738,-0.715820636,0.239022028,2.994789398,0.002746344,0.027814005
NM_002835,78.07296102,1.202445847,0.401681679,-2.99352923,0.002757711,0.027914341
NM_013272,124.5256011,1.12903733,0.377253434,-2.992782116,0.00276447,0.027953166
NM_016044,245.7777891,-0.916686693,0.306297263,2.992800795,0.002764301,0.027953166
NM_005969,6154.712242,-0.706149709,0.235994505,2.992229453,0.00276948,0.027989023
NM_144563,2326.340916,-0.803513847,0.268591334,2.991585151,0.002775331,0.028033338
NM_006826,9413.495087,-0.696876094,0.232983522,2.991096059,0.00277978,0.028063453
NM_198887,979.8605073,-0.752250268,0.25159214,2.989959335,0.002790146,0.028153235
NM_018218,2807.973262,0.735237189,0.245964608,-2.989199113,0.002797098,0.028208496
NM_001967,9421.422307,-0.736689492,0.246564541,2.987816047,0.002809786,0.028321519
NM_005530,3280.711661,-0.743801845,0.249013661,2.986992127,0.00281737,0.028379874
NR_110523,16.89254675,-1.84507909,0.617731052,2.98686473,0.002818544,0.028379874
NM_014014,21022.22678,-0.717937039,0.24050675,2.985101414,0.002834843,0.028521787
NM_182540,361.696397,0.88779417,0.297416743,-2.985017456,0.002835621,0.028521787
NM_000355,11.52862588,1.964945499,0.658336643,-2.984712334,0.002838451,0.02853524
NM_018638,3811.512215,-0.785280917,0.26313728,2.984301267,0.002842268,0.028558592
NM_001070,3016.137062,-0.713469156,0.239092077,2.984076946,0.002844352,0.028564528
NM_144567,126.1468956,1.070014101,0.358608578,-2.983793937,0.002846984,0.028575952
NM_014740,9976.795016,-0.771581103,0.258744427,2.98202018,0.002863531,0.028711893
NM_152609,927.6241782,0.902612251,0.302677974,-2.982087657,0.0028629,0.028711893
NM_138691,29.02008834,1.734033587,0.58163345,-2.981316818,0.002870117,0.028762844
NM_002016,9.752625514,2.014408377,0.675839799,-2.980600404,0.002876839,0.028815108
NM_001330518,138.7064408,-1.103151183,0.370337498,2.978772577,0.002894055,0.028972369
NM_001276453,66.50087124,1.334880944,0.448410192,-2.976919274,0.002911607,0.029132826
NM_004004,3176.82557,0.717202866,0.240991266,-2.976053358,0.002919841,0.02917579
NM_014630,3367.823537,0.760759629,0.255632732,-2.975986776,0.002920475,0.02917579
NM_182757,232.0925376,1.175143509,0.394875296,-2.975986397,0.002920478,0.02917579
NR_104168,16.70894777,1.837529431,0.617522359,-2.97564842,0.002923698,0.029192708
NM_001314057,22.79751403,1.706882227,0.57378724,-2.97476505,0.00293213,0.02926162
NM_014473,1580.35767,-0.830445474,0.27950498,2.971129435,0.002967067,0.029580853
NM_144582,3026.415128,-0.763391414,0.256937743,2.971114344,0.002967213,0.029580853
NM_001099439,462.8874225,-0.811210599,0.273069393,2.970712283,0.0029711,0.029604169
NM_019112,2557.418677,0.846051353,0.284855216,-2.970110096,0.00297693,0.029646816
NM_004807,918.1861299,-0.867346695,0.292066198,2.969692142,0.002980983,0.029671723
NM_001306144,874.9707457,-0.922550932,0.310729713,2.968982023,0.002987881,0.029724905
NM_198147,465.0928712,-0.809080954,0.272565033,2.968396002,0.002993584,0.029766155
NM_014060,136.3272346,-1.031086879,0.347800088,2.964596375,0.003030803,0.030120573
NM_152284,928.256739,0.742727632,0.25055313,-2.964351841,0.003033213,0.030128862
NM_133180,101.7744775,1.103757937,0.372458805,-2.963436282,0.00304225,0.030202944
NR_104312,8.416662182,-2.007702603,0.67757111,2.96308767,0.003045698,0.030221481
NM_000782,87.7373225,-1.187172486,0.400814003,2.961903718,0.003057434,0.030322194
NM_004765,283.507164,-0.858100678,0.289866763,2.960327938,0.003073117,0.030377485
NM_001010862,418.3082347,-0.842604972,0.28469017,2.959726258,0.003079125,0.030446153
NM_022449,112.5345985,1.190768109,0.402332099,-2.959664694,0.00307974,0.030480184
NM_000984,3568.815003,-0.69487492,0.234806675,2.95934909,0.003082897,0.030480184
NM_014765,11103.93402,-0.773881851,0.261754695,2.95651564,0.003111365,0.030495636
NM_018361,6767.193229,-0.901285369,0.304884643,2.956152069,0.003115035,0.030667308
NM_005978,736.1849721,0.779100758,0.263634671,-2.955228749,0.003124373,0.030705774
NR_003281,130.7916119,-1.021925494,0.345830336,2.954990898,0.003126783,0.030729546
NM_020412,2585.940938,0.800059476,0.270776472,-2.954686086,0.003129873,0.030749911
NM_003537,9.159608234,2.002698771,0.677852218,-2.954476973,0.003131995,0.03082618
NM_001099293,589.8646163,-0.791316321,0.267892979,2.953852411,0.003138341,0.030834045
NM_005902,200.3677054,0.929134858,0.314678042,-2.952652344,0.003150566,0.030848613
NM_032164,806.2463148,0.769385187,0.260578231,-2.9526073,0.003151025,0.030853622
NR_040671,53.49503272,1.345896889,0.455880672,-2.952300837,0.003154155,0.030900211
NM_022129,39.78143095,-1.508460811,0.511081753,2.951505905,0.003162285,0.030993187
NM_022483,1004.173367,0.757245671,0.256626155,-2.950773555,0.003169792,0.030993187
NM_014390,5870.250563,-0.696222446,0.236105539,2.948776424,0.003190347,0.031008016
NR_003505,221.4391634,0.905879318,0.307317156,-2.947701746,0.003201458,0.031071969
NM_031296,619.8610309,0.781155006,0.265095692,-2.946690689,0.003211943,0.031129736
NR_138070,90.7939377,-1.252026531,0.425124208,2.945084068,0.003228669,0.031299447
NM_002192,10.05607753,1.968917762,0.66880102,-2.943951495,0.003240508,0.031299447
NM_058216,145.6397035,-0.990672131,0.336642094,2.94280528,0.003252529,0.031392346
NM_017514,3328.357696,0.728322124,0.247653147,-2.9408959,0.003272645,0.031479018
NM_001080488,145.7351601,-0.994362044,0.338360694,2.938763461,0.003295245,0.031626734
NM_001105079,2663.985628,0.701649043,0.238841056,-2.937723747,0.003306315,0.031726447
NM_175066,2204.02811,-0.883045938,0.300585142,2.937756444,0.003305966,0.031827846
NM_001297766,66.06897869,1.304713085,0.444218192,-2.937099624,0.003312977,0.032008309
NM_015131,8338.784359,-0.897177615,0.305477118,2.936971587,0.003314345,0.032207535
NM_017696,563.0495107,-0.877748827,0.298832877,2.937256556,0.0033113,0.032207535
NR_028439,32.46577036,1.594275152,0.542751192,-2.93739595,0.003309812,0.032271592
NM_001134382,451.0279096,-0.8391242,0.285821879,2.935829139,0.003326575,0.032271592
NM_001272095,41.87254475,1.420819047,0.484093162,-2.9350116,0.003335352,0.032284047
NM_005440,35.95943015,-1.514313382,0.515946595,2.935019627,0.003335266,0.032284047
NM_001013734,9.552346202,1.985380886,0.676548504,-2.934572874,0.003340071,0.032284047
NM_001282770,37.29727805,1.604128308,0.546612756,-2.934670459,0.003339021,0.032284047
NM_001959,158.351876,-1.087097887,0.370451055,2.934525009,0.003340586,0.03238668
NR_033797,326.3920234,0.938615828,0.320323485,-2.930212335,0.003387305,0.032439099
NM_002696,2240.801238,-0.698146659,0.238312739,2.929539817,0.003394643,0.032439099
NM_199420,1728.668002,-0.842770573,0.28770816,2.929255026,0.003397755,0.032440503
NM_017842,1267.839881,0.758804624,0.259117213,-2.928422299,0.00340687,0.032440503
NR_026845,289.5223349,0.957123895,0.326879656,-2.928061982,0.00341082,0.032440503
NR_027288,778.532987,-0.753440048,0.257316527,2.928067062,0.003410765,0.032877488
NM_001009608,1871.279385,0.820848119,0.280444156,-2.926957472,0.003422957,0.032932
NR_002578,5347.381807,0.712762778,0.243614878,-2.925776884,0.003435973,0.032945476
NM_203403,628.5169056,1.984974837,0.678543775,-2.925345291,0.003440742,0.033017109
NM_145702,195.5399188,-0.974462637,0.333282092,2.923837377,0.003457453,0.033021923
NM_152834,1132.164239,-0.81264057,0.277983406,2.923342015,0.003462959,0.033021923
NM_144653,2220.821742,-0.705118183,0.241224719,2.923075983,0.003465919,0.033122651
NM_013320,596.2065183,0.833750596,0.285260967,-2.922764388,0.003469389,0.033231782
NM_000107,351.7223452,-1.039557226,0.355785621,2.921864077,0.003479433,0.033261087
NM_006083,2434.130839,-0.699622954,0.23957418,2.920276946,0.003497204,0.033405742
NM_002276,18586.79071,-0.673348272,0.230597727,2.920012614,0.003500172,0.033442041
NM_000034,134.1013714,-1.043666532,0.357525501,2.919138712,0.00351,0.033453732
NM_031475,936.0041878,-0.765218603,0.262117313,2.919374508,0.003507346,0.03347033
NM_173633,241.9993015,0.897710683,0.307513222,-2.919258816,0.003508648,0.033550301
NM_001008388,853.0697472,-0.737258882,0.252576192,2.918956359,0.003512054,0.033704661
NM_001008938,299.4075386,-0.855664129,0.293244065,2.917924799,0.003523693,0.033716268
NM_003079,5896.065625,-0.706853221,0.24226028,2.917742939,0.003525749,0.033759914
NR_130707,23.51116764,1.701126016,0.583303301,-2.916366171,0.003541346,0.033759914
NM_018136,1479.020207,-0.768861304,0.263685283,2.915829416,0.003547444,0.033759914
NM_001080495,4349.25215,0.940409124,0.322683314,-2.914340729,0.003564406,0.033762686
NM_001101357,21.62572329,1.735828693,0.595744272,-2.913714446,0.003571564,0.033857557
NM_015711,415.3413081,0.803490634,0.275841876,-2.91286677,0.003581274,0.033860293
NM_001323982,16.55344789,1.830373521,0.628795548,-2.910919975,0.003603663,0.033993012
NM_001039844,219.4537337,-0.974515502,0.33479839,2.910753249,0.003605586,0.034034459
NM_021012,375.9120139,-0.996028882,0.34223292,2.910383029,0.003609861,0.034180047
NR_135827,144.616948,-1.176071094,0.404182855,2.909750076,0.003617179,0.03423152
NM_012405,5843.611762,-0.781363019,0.268556824,2.9094886,0.003620206,0.034307381
NM_002427,13.41239981,1.868220491,0.642392658,-2.908222045,0.003634901,0.034504577
NR_003950,88.48750789,1.121980261,0.385906089,-2.907391962,0.003644562,0.034505714
NM_001745,1626.843316,0.786796182,0.270665254,-2.906897619,0.003650326,0.034529337
NM_016626,3166.840939,0.75524108,0.259838509,-2.906578713,0.00365405,0.034582038
NM_005513,916.4589156,-0.789696675,0.271746366,2.906006383,0.00366074,0.034593682
NR_111933,16.37598412,1.802901603,0.620523214,-2.905453917,0.003667208,0.034716759
NM_002098,234.5230178,0.921749057,0.317364686,-2.904384444,0.00367976,0.034791649
NM_002449,851.6305057,0.815163819,0.280695025,-2.904090725,0.003683214,0.034829288
NM_012193,387.8754453,-0.808724093,0.278493052,2.90392915,0.003685115,0.034847422
NM_206895,30.97573794,1.574085197,0.542307047,-2.902571901,0.003701122,0.034893822
NM_003348,4460.415215,-0.781762809,0.269397506,2.901893264,0.003709149,0.034938063
NM_006830,2279.634239,-0.699478657,0.241117214,2.90099012,0.003719856,0.035040186
NM_000046,260.3963361,-0.867859558,0.299252157,2.900094582,0.003730501,0.035055618
NM_001313892,64.69616365,1.224782927,0.422323364,-2.900106959,0.003730353,0.035056265
NR_134257,44.5131182,1.385062558,0.477559715,-2.900291869,0.003728153,0.035191025
NM_012474,4517.565961,-0.752836449,0.259785352,2.897917234,0.003756497,0.03524982
NM_024756,400.6475289,0.975629498,0.336994147,-2.895093303,0.003790458,0.035334013
NM_080603,911.9689554,0.727695178,0.251342731,-2.895230644,0.0037888,0.035382393
NM_003098,459.2207696,-0.872136838,0.301300711,2.894572781,0.003796749,0.035382393
NM_139281,4346.806108,-0.857963473,0.296402655,2.894587677,0.003796569,0.035382393
NM_199184,32.02724231,-1.506151394,0.52029812,2.894785384,0.003794178,0.035611294
NM_018841,6492.943845,0.69707703,0.240837875,-2.894382905,0.003799046,0.035897651
NM_001267723,120.6034154,1.171556546,0.404848274,-2.893816329,0.003805907,0.035897651
NM_001042702,87.03714936,1.247720495,0.431194604,-2.893636615,0.003808086,0.035903874
NM_005982,185.2741142,-0.954182701,0.329833549,2.892921912,0.003816762,0.035903874
NM_001408,1435.801851,-0.732665724,0.253375057,2.891625299,0.003832547,0.035903874
NM_005330,2649.05432,0.811611829,0.280687696,-2.891511958,0.00383393,0.035907837
NM_202001,325.8503745,0.846068654,0.292668102,-2.890880991,0.003841636,0.035954916
NM_138352,647.3650267,-0.970006807,0.335791188,2.888720256,0.00386813,0.035957734
NM_020750,6627.16608,-0.829401504,0.287147686,2.888414375,0.003871894,0.036021867
NM_031942,24.58482895,-1.655037536,0.573111054,2.887812973,0.003879305,0.036148213
NM_139242,702.1265081,-0.741628718,0.256809621,2.887854103,0.003878797,0.036148213
NM_001113547,176.073147,1.044698922,0.361871443,-2.886933865,0.00389016,0.036203014
NM_006733,18.57285846,-1.731199286,0.599650137,2.887015577,0.00388915,0.036434738
NM_014714,752.2573472,-0.871339682,0.301876447,2.886411615,0.003896622,0.036452236
NM_020718,1788.101993,-0.904203477,0.313394204,2.885195274,0.003911709,0.036486071
NM_139314,21.90271515,1.702230825,0.590250837,-2.883910903,0.003927699,0.036486071
NM_001114395,105.7456617,-1.211371563,0.420081742,2.883656777,0.003930869,0.03655221
NM_020147,182.3476155,0.962201221,0.333769949,-2.8828276,0.003941231,0.03655221
NM_144589,162.7801267,-0.986155871,0.342228541,2.881571089,0.00395698,0.036594943
NM_001033723,1651.895602,-0.766616229,0.266065944,2.8813016,0.003960365,0.036718604
NM_015884,1286.793308,-0.749491334,0.26013601,2.881151798,0.003962248,0.036850601
NM_001321133,33.45987064,-1.54463862,0.536200541,2.880710668,0.003967797,0.036862261
NM_198467,732.9597751,-0.819140097,0.284417238,2.880064872,0.003975934,0.036941311
NM_001085430,43.01185653,1.401507798,0.486671707,-2.879780721,0.003979518,0.037070753
NR_024261,274.3640921,-0.845747563,0.293726873,2.879367338,0.003984739,0.037083768
NM_001942,25.44294081,1.669124054,0.579787013,-2.878857265,0.003991189,0.037083768
NM_020982,25.2008125,1.670809612,0.580427802,-2.878583017,0.003994661,0.037117537
NR_110102,43.94310392,-1.43814495,0.499844351,2.877185564,0.004012396,0.037175465
NM_138704,1306.21349,0.738996419,0.256872217,-2.876902877,0.004015992,0.037190798
NM_002726,3204.13164,-0.694179351,0.241307259,2.876744583,0.004018007,0.037221395
NM_003088,5709.24694,-0.684373689,0.237919637,2.876490973,0.004021237,0.037263442
NM_002755,2329.754329,-0.828818598,0.288268932,2.875157559,0.004038259,0.037277657
NM_005433,4214.565697,-0.6807687,0.236901856,2.873631763,0.004057818,0.037424887
NM_012434,1326.90638,-0.808615045,0.281377994,2.873767896,0.004056069,0.037440165
NM_014683,163.5913754,-0.933648125,0.324993872,2.872817629,0.004068289,0.037440696
NR_073562,274.366066,-0.886633663,0.308633236,2.872774406,0.004068846,0.037452544
NM_001007253,266.2432563,0.862020156,0.300217078,-2.871322852,0.004087578,0.037592773
NM_176891,31.82337279,1.546202753,0.538590578,-2.870831421,0.004093938,0.0377381
NM_017998,429.4024481,-0.780235932,0.271933837,2.869212381,0.004114954,0.0377381
NM_181521,2476.772497,-0.741424236,0.258505301,2.868120046,0.004129188,0.037803885
NM_006452,10.45111956,-1.909114394,0.666120191,2.866020908,0.004156668,0.037803885
NM_016155,131.4006645,-1.034529205,0.360977244,2.865912525,0.004158091,0.037959486
NM_212556,13.2413592,1.860954238,0.649394079,-2.865677867,0.004161174,0.038000091
NM_001136265,1611.324313,-1.020254701,0.356108651,2.865009593,0.004169966,0.03817663
NM_181489,2743.344101,0.73082744,0.255097242,-2.864897459,0.004171443,0.038290111
NM_003142,130.3731588,-0.982999401,0.343221825,2.864035239,0.004182815,0.038520767
NM_001099652,47.39942843,-1.317926352,0.460474479,2.862105096,0.004208373,0.038520767
NM_183006,415.3273227,0.795661015,0.278026279,-2.861819455,0.004212168,0.038530661
NM_016148,116.4176461,1.106204908,0.386678853,-2.860784602,0.004225941,0.03858837
NR_002795,90.23164893,1.085945726,0.379673716,-2.860207808,0.004233635,0.03858837
NM_012469,4735.016617,-0.683916374,0.239202026,2.859157942,0.004247672,0.038674855
NM_015957,557.7128078,-0.758406344,0.2653527,2.858106756,0.00426177,0.038873578
NM_006406,3344.067859,-0.677402808,0.237043033,2.857720809,0.004266956,0.038873578
NM_024546,906.0802542,-0.798393727,0.27946849,2.856829145,0.004278961,0.038889841
NM_005149,166.0933164,0.940984974,0.329414466,-2.856538101,0.004282886,0.038998171
NR_048575,41.37075676,1.425063961,0.498986125,-2.855919013,0.004291246,0.039050329
NM_006413,151.9288791,-1.036498187,0.363326344,2.852802184,0.004333559,0.039160918
NM_018019,714.8909803,-0.806184947,0.282630288,2.852436497,0.004338548,0.039271952
NM_015229,7223.143508,-0.88320388,0.309688077,2.851914383,0.00434568,0.039300806
NM_018026,2397.152178,-0.687704268,0.241130846,2.851996245,0.004344561,0.039392399
NR_003016,20.69283614,-1.694640393,0.594312777,2.851428506,0.004352327,0.039409559
NM_001161498,30.9286345,-1.512947192,0.530987308,2.849309521,0.004381423,0.039467489
NR_036540,9.27003931,1.936709694,0.67996542,-2.848247334,0.004396074,0.03983749
NM_022757,32.28351386,-1.479086592,0.519452466,2.847395459,0.004407857,0.039864189
NM_139169,3132.504601,-0.680617715,0.239166474,2.845790645,0.004430131,0.039891385
NR_002584,13.15925718,-1.832940145,0.6441657,2.845448219,0.004434897,0.039891385
NM_001270482,25.86328512,-1.581381958,0.555968917,2.84437117,0.004449918,0.039933229
NM_004781,4450.236795,-0.723657868,0.254446897,2.844042812,0.004454506,0.040180908
NM_018304,4202.897995,-0.761211091,0.267753492,2.842954865,0.00446974,0.040295945
NM_001139488,8.5577832,1.925796614,0.677639418,-2.841919411,0.004484283,0.040384586
NR_038262,89.44902356,-1.263586844,0.444958043,2.839788752,0.004514342,0.040569222
NM_003574,57.36666228,1.234768294,0.434874485,-2.839367071,0.004520312,0.040593425
NM_130398,34.57425922,-1.47961451,0.521169986,2.839024788,0.004525164,0.040711424
NM_032239,33.77273761,-1.614816744,0.568826687,2.838855454,0.004527566,0.040733914
NR_024374,450.9173908,-0.762988626,0.268796154,2.838539969,0.004532044,0.04085368
NM_015938,1387.534193,-0.840317003,0.296054467,2.838386505,0.004534224,0.040967017
