,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NM_007930,162.1777684,-0.05584053,0.171364748,0.325857743,0.744531989,1
NM_007931,1729.320969,-0.096163859,0.159308309,0.60363367,0.546087222,1
NM_007933,15.28062693,0.084482946,0.325329138,-0.259684535,0.795107123,1
NM_007934,2196.635331,-0.079113985,0.16425558,0.481651738,0.630053366,1
NM_007935,4.221097193,-0.041106372,0.338690194,0.121368651,0.903399046,1
NM_007936,8.903720265,0.017479254,0.344187348,-0.050784128,0.959497538,1
NM_007937,0.351895009,0.048388875,0.148967141,-0.324829184,0.745310356,1
NM_007939,0.155132161,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_007941,6.863473993,0.072259031,0.333793855,-0.216478015,0.828615161,1
NM_007943,75.210686,-0.067076744,0.292608442,0.229237215,0.818684549,1
NM_007944,74.54507883,-0.085591492,0.15392479,0.556060476,0.578169513,1
NM_007947,0.151219648,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_007948,56.17910585,0.119317694,0.243920134,-0.489167058,0.62472343,1
NM_007949,779.7468374,0.074153941,0.11743513,-0.631445977,0.527748962,1
NM_007950,5.015232199,-0.104548543,0.348589582,0.299918724,0.764239152,1
NM_007952,14005.1655,0.028671272,0.145781539,-0.196672862,0.844083548,1
NM_007953,1963.075402,0.159477909,0.163440682,-0.975754056,0.329186357,0.918099556
NM_007954,63563.02991,0.532369706,0.144327208,-3.688630249,0.000225465,0.010065808
NM_007955,8.85687687,-0.170806978,0.337992221,0.505357718,0.61330761,1
NM_007957,0.420256098,-0.113125738,0.149015622,0.759153545,0.447760712,0.983944806
NM_007958,2.011180373,0.141768666,0.334932787,-0.423274972,0.672094652,1
NM_007959,0.360915008,0.003013583,0.165317434,-0.018229069,0.985456113,1
NM_007962,1137.619958,-0.074326468,0.116213424,0.639568694,0.522453041,1
NM_007963,25.52609867,0.101714546,0.247204937,-0.411458394,0.680736443,1
NM_007964,3734.73152,0.017525262,0.177755869,-0.098591749,0.921462422,1
NM_007969,4.616123861,-0.118824045,0.348348684,0.341106628,0.733023312,1
NM_007970,550.4693788,-0.07050726,0.133038287,0.52997721,0.596127732,1
NM_007974,16.4154226,-0.239801265,0.329302228,0.728210273,0.466484878,0.993652851
NM_007975,3.617883526,0.18354899,0.341482655,-0.537506041,0.590918113,1
NM_007976,11690.1921,0.049911731,0.110297219,-0.452520302,0.650894199,1
NM_007977,1.268140777,0.103673975,0.281711303,-0.368014963,0.712862077,1
NM_007978,231.439124,0.056380693,0.127219296,-0.443177218,0.657637556,1
NM_007979,24.16605227,0.014819631,0.331236312,-0.044740359,0.964314264,1
NM_007980,3051.145766,-1.221440687,0.170735403,7.153997741,8.43E-13,3.22E-10
NM_007981,19.00620021,0.144888732,0.289585827,-0.500330882,0.616842113,1
NM_007982,342.3872438,-0.116199369,0.133485903,0.87049918,0.384027667,0.959542738
NM_007983,899.951612,0.040346399,0.129659693,-0.311171487,0.755670258,1
NM_007984,156.2156247,-0.200013461,0.201719067,0.991544646,0.321419703,0.912535186
NM_007986,16.97255077,-0.153981267,0.309138093,0.498098653,0.61841451,1
NM_007987,397.7399967,-0.217323639,0.156713301,1.386759374,0.165515149,0.736342733
NM_007988,54843.88779,-1.059765588,0.330321148,3.208288644,0.001335274,0.038590867
NM_007989,0.894370662,0.062643028,0.255319035,-0.245351968,0.806183917,1
NM_007991,1255.903671,0.297415351,0.113469108,-2.621112976,0.008764321,0.143568285
NM_007992,0.403554357,-0.113125737,0.149015622,0.759153542,0.447760714,0.983944806
NM_007993,71.23252715,-0.448607178,0.301958028,1.48566071,0.137368888,0.680265436
NM_007994,13.1152098,-0.532146647,0.349131814,1.524199818,NA,1
NM_007995,1490.32784,-0.16932439,0.176203306,0.960960346,0.336572107,0.923856923
NM_007996,1272.55566,0.016284771,0.195868865,-0.083141191,0.933739273,1
NM_007997,1794.561418,-0.02063238,0.197066719,0.104697434,0.916615898,1
NM_007998,44.29385437,0.041744692,0.328016951,-0.127263825,0.898731591,1
NM_008000,0.553044623,-0.081136867,0.196150243,0.413646527,0.679132994,1
NM_008001,33.0266732,0.001425345,0.24466032,-0.005825813,0.9953517,1
NM_008002,10.55876509,-0.331791859,0.342466311,0.968830651,NA,1
NM_008004,1.379013232,0.224774377,0.284794127,-0.789252153,0.429964646,0.97786143
NM_008006,3.252428329,-0.314258554,0.270950099,1.159839232,NA,1
NM_008008,12.05848005,-0.304458305,0.257384734,1.182891852,NA,1
NM_008011,2095.707509,-0.112277941,0.178113136,0.63037429,0.528449728,1
NM_008012,136.2831386,0.705480592,0.204038753,-3.457581376,0.000545048,0.019751638
NM_008013,87.70457396,-0.190764349,0.330788418,0.576695974,0.564144853,1
NM_008014,1452.432324,0.091332893,0.116020011,-0.787216725,0.431155008,0.978055821
NM_008018,4.501190446,-0.215827683,0.344832213,0.625891881,0.53138586,1
NM_008020,9.14768031,0.255021779,0.342577281,-0.744421166,0.456621718,0.988647902
NM_008021,22.315505,-0.10302091,0.301368035,0.341844184,0.732468156,1
NM_008022,0.202230122,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_008024,2.566855491,0.226035867,0.34185065,-0.661212337,0.50847615,1
NM_008026,87.96056033,0.192943529,0.209859965,-0.919391791,0.357890682,0.943137995
NM_008027,1045.734988,0.465273037,0.152686518,-3.047243747,0.002309503,0.057199213
NM_008029,819.4677852,-0.116823988,0.156737086,0.745350009,0.456060156,0.988647902
NM_008030,5.736292779,-0.127850878,0.335907375,0.38061349,0.70349007,1
NM_008031,1.375822001,-0.256877203,0.285335251,0.90026452,0.367979498,0.948297772
NM_008032,0.489977302,-0.00030627,0.193013624,0.001586777,0.998733935,1
NM_008033,979.2363948,0.087679833,0.089705888,-0.977414467,0.328364004,0.917928983
NM_008037,405.3796829,0.424360563,0.16353495,-2.594922748,0.009461218,0.152125965
NM_008039,16.33746986,-0.542697695,0.327377809,1.657710693,0.097375874,0.589456613
NM_008043,238.7049787,0.368693464,0.225651671,-1.633905307,0.102278735,0.600097292
NM_008044,743.4096823,0.022856213,0.17043148,-0.13410793,0.893317229,1
NM_008047,222.6925365,-0.219875282,0.203633064,1.079762185,0.280248094,0.879266939
NM_008051,2.179851449,0.399858433,0.326014338,-1.226505667,0.220008444,0.819406219
NM_008052,34.17457503,-0.119629111,0.236807535,0.50517443,0.613436328,1
NM_008055,318.9257559,-0.011735387,0.29732448,0.039469966,0.968515698,1
NM_008056,0.276285185,0.071375004,0.148967141,-0.479132534,0.631844346,1
NM_008057,731.1715298,-0.317075311,0.21381646,1.482932192,0.138092427,0.681688696
NM_008058,567.1912785,-0.091378231,0.19640109,0.46526336,0.64174287,1
NM_008059,5474.351119,-0.994355611,0.271219849,3.666234666,0.000246148,0.010804513
NM_008060,32.9019769,0.378532414,0.233133564,-1.623671885,0.104445854,0.60521631
NM_008061,9841.188102,-0.085859533,0.248511823,0.345494761,0.729722448,1
NM_008062,236.0662307,-1.494232341,0.229990579,6.496928471,8.20E-11,2.16E-08
NM_008063,6.667754367,0.634468291,0.334790629,-1.895119628,0.058076555,0.461135244
NM_008064,6.381116345,0.025042543,0.348082294,-0.071944317,0.942646221,1
NM_008065,879.8811631,-0.002210638,0.152302785,0.01451476,0.988419304,1
NM_008066,0.171617398,0.002416617,0.148967141,-0.016222484,0.987056898,1
NM_008067,71.73987914,0.293810297,0.242059918,-1.213791609,0.224827312,0.824216044
NM_008072,5.25458344,-0.128112453,0.342520462,0.374028613,0.708383029,1
NM_008076,8.167000423,0.171220726,0.345704599,-0.495280441,0.620402175,1
NM_008077,1.335532887,0.068289104,0.265386116,-0.257319806,0.796931904,1
NM_008078,34.77171771,0.26146476,0.298937572,-0.874646697,0.381766171,0.9589798
NM_008079,392.181616,-0.564445373,0.177356998,3.182537933,0.001459904,0.041036828
NM_008081,12.08649577,0.34836781,0.306782508,-1.13555304,0.256143672,0.86193371
NM_008083,0.312702729,0.002416617,0.148967141,-0.016222484,0.987056898,1
NM_008084,4.509768548,-0.796615667,0.349096084,2.281938138,0.022492993,0.270132609
NM_008085,0.236561595,0.071375004,0.148967141,-0.479132534,0.631844346,1
NM_008086,515.4588823,0.282379157,0.177830777,-1.587909372,0.112306834,0.619245888
NM_008088,0.970260455,-0.060608238,0.253268183,0.239304588,0.810869408,1
NM_008089,1.200227498,-0.206597527,0.224074257,0.92200474,0.356526103,0.941754711
NM_008090,52.42967689,-0.168462647,0.24028741,0.701088115,0.483248027,1
NM_008091,10.96559813,0.514877693,0.336991731,-1.527864471,0.126546191,0.65649008
NM_008093,15.27025223,-0.033565176,0.28036658,0.119718892,0.904705834,1
NM_008095,653.575874,-0.1300073,0.241843261,0.537568422,0.590875036,1
NM_008096,171423.1415,-0.189934792,0.123254276,1.540999616,0.123316879,0.649732975
NM_008097,1.173280572,-0.200941101,0.305084073,0.658641727,0.510125861,1
NM_008098,2317.458299,0.099226378,0.158100179,-0.62761711,0.530254797,1
NM_008101,17147.89053,0.137298339,0.150756292,-0.910730402,0.362437441,0.947132158
NM_008102,4769.011375,0.580368958,0.16476937,-3.522310955,0.000427802,0.016665563
NM_008103,1.636857039,-0.30140725,0.29233545,1.031032158,0.30252574,0.89614497
NM_008105,11.317643,-0.403000499,0.348804998,1.155374785,0.247936983,0.852237802
NM_008108,26.32474461,0.41754404,0.263513669,-1.584525165,0.11307426,0.620961991
NM_008109,0.567408687,0.037662879,0.17773176,-0.211908546,0.832178383,1
NM_008110,40.16732399,1.350372619,0.285742375,-4.725839557,2.29E-06,0.000212138
NM_008112,6289.634424,0.003559815,0.114142862,-0.031187368,0.975120114,1
NM_008113,0.558098131,-0.144619416,0.179809036,0.804294485,0.421226922,0.974708829
NM_008115,0.307571013,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_008117,0.396517995,-0.143760154,0.167677894,0.857359017,0.391246502,0.961459815
NM_008120,151.6679554,0.147150594,0.238519409,-0.616933419,0.537278643,1
NM_008122,1.225786025,0.285925527,0.248948868,-1.14853114,0.250749365,0.854884721
NM_008123,1.353481732,-0.021787866,0.291173592,0.074827753,0.94035176,1
NM_008124,5.066380532,0.220015052,0.344928179,-0.637857576,0.523566396,1
NM_008125,10866.99373,0.014337132,0.153980306,-0.093110169,0.925816039,1
NM_008127,1.134147359,-0.172496776,0.161520842,1.06795367,NA,1
NM_008129,4561.330146,0.54435416,0.124846561,-4.360185459,1.30E-05,0.000913525
NM_008130,14.76214288,-0.237571109,0.309496974,0.76760398,0.442722497,0.983944806
NM_008131,36172.44768,-0.42144317,0.172138429,2.448280558,0.014353984,0.205465569
NM_008132,2.957942743,-0.126972647,0.338305063,0.375319974,0.707422513,1
NM_008133,28259.97618,0.035450792,0.106304541,-0.333483323,0.738769476,1
NM_008135,1843.878345,0.391107103,0.171228663,-2.284121697,0.02236438,0.269409035
NM_008136,1039.919997,-0.028524747,0.166323198,0.171501913,0.863829126,1
NM_008137,74.10503267,-1.081465106,0.209967927,5.150620496,2.60E-07,3.30E-05
NM_008138,4135.577179,-0.0521294,0.103058737,0.505822231,0.612981451,1
NM_008139,1037.362297,-0.007718319,0.126724332,0.060906373,0.951433774,1
NM_008140,211.6737055,-0.633241071,0.331257431,1.911628272,0.05592389,0.452105848
NM_008141,27.14198432,-0.171003471,0.292437275,0.584752649,0.558714048,1
NM_008143,13535.69182,0.228213869,0.117843233,-1.936588672,0.052795644,0.43917083
NM_008144,1.838524361,-0.12717678,0.291002434,0.437029954,0.662089625,1
NM_008145,8.458085015,0.611870682,0.346146963,-1.767661563,0.077117499,0.526092711
NM_008148,14.17653855,-0.008217475,0.308200767,0.026662735,0.978728735,1
NM_008149,2931.579558,-1.48084944,0.252894228,5.855607915,4.75E-09,8.89E-07
NM_008150,1213.938234,-0.157337719,0.140919195,1.116510204,0.264203805,0.869014414
NM_008151,3.927778895,-0.343934202,0.340058489,1.011397197,0.311826362,0.902140487
NM_008152,35.04057479,-0.221409507,0.247325233,0.895216006,0.37067163,0.951333609
NM_008153,73.32092698,-0.352368995,0.209718586,1.680199174,0.09291857,0.574198511
NM_008154,0.5615891,-0.162448599,0.158689666,1.02368732,0.305982986,0.898587073
NM_008155,10162.1995,-0.078489075,0.149357963,0.525509812,0.599228834,1
NM_008156,7602.08952,0.082609372,0.106674213,-0.77440808,0.438689507,0.981753028
NM_008158,0.56905453,0.029082442,0.155920324,-0.186521174,0.852036076,1
NM_008159,0.410898743,0.033036179,0.168813789,-0.195695973,0.844848136,1
NM_008162,8.204777093,0.297510042,0.319149645,-0.93219606,0.351235211,0.937692263
NM_008163,29.42207689,0.211286903,0.287238384,-0.735580321,0.461986142,0.991104974
NM_008166,46.93335931,0.661185298,0.240598805,-2.748082225,0.005994497,0.11153344
NM_008168,1052.746158,0.156003502,0.190011302,-0.821022225,0.411633609,0.96860424
NM_008170,0.156351365,0.002416617,0.148967141,-0.016222484,0.987056898,1
NM_008171,12.66709707,-0.191085,0.333248699,0.573400588,0.566373492,1
NM_008172,13.07689413,-0.324864664,0.306335194,1.060487563,0.288922845,0.888276015
NM_008173,2090.763196,-0.043294168,0.103901253,0.416685715,0.676908305,1
NM_008175,5409.914171,-0.209931864,0.132385305,1.585764097,0.112792833,0.619962723
NM_008176,427.4612435,-0.729331419,0.324592547,2.246913629,0.024645548,0.285708056
NM_008179,14.51706991,-0.451923769,0.300243771,1.505189495,0.132275365,0.669439455
NM_008180,32.05100373,0.318764927,0.286281371,-1.113467235,0.265507813,0.870394564
NM_008181,11.34312154,0.420066036,0.348760273,-1.204454947,0.228413785,0.827501882
NM_008182,617.8091532,2.267273877,0.248984889,-9.106070202,8.54E-20,7.61E-17
NM_008183,3101.172744,0.386572772,0.221580355,-1.744616628,0.081051624,0.540315267
NM_008184,3499.011164,-0.224003635,0.206002485,1.087383172,0.276867505,0.877806008
NM_008185,12084.13157,0.009531642,0.164331174,-0.058002642,0.953746524,1
NM_008186,10.79561512,-0.078897005,0.347655741,0.226940033,0.820470372,1
NM_008187,1080.89222,0.088669474,0.146642409,-0.604664606,0.54540187,1
NM_008188,439.063117,-0.107677063,0.159058732,0.67696417,0.498428688,1
NM_008189,89.55584984,-0.718065642,0.23744054,3.024191417,0.002492987,0.060383879
NM_008190,0.161166089,0.002416617,0.148967141,-0.016222484,0.987056898,1
NM_008191,0.639665941,-0.052223109,0.183761646,0.284189383,0.776265251,1
NM_008192,0.488279479,-0.092367921,0.150845461,0.612334773,0.540316288,1
NM_008193,2.855034143,-0.453172009,0.345413266,1.311970483,0.189530094,0.776946068
NM_008196,1.361240936,0.093708497,0.296067612,-0.316510462,0.751615085,1
NM_008197,4799.79957,0.038611545,0.082434345,-0.468391485,0.639504656,1
NM_008198,1.461985813,-0.071245073,0.297147678,0.239763182,0.810513851,1
NM_008199,35.12672322,-0.73918051,0.300051684,2.463510617,0.013758382,0.20020855
NM_008202,165.1334165,0.12527864,0.18955191,-0.660919959,0.508663646,1
NM_008206,18.40331588,0.32682305,0.295459663,-1.106151164,0.268661096,0.872262105
NM_008207,131.2757367,0.021636278,0.175515188,-0.123272966,0.901890948,1
NM_008208,7.072272543,0.051027691,0.338524381,-0.150735645,0.880184254,1
NM_008209,145.756694,-1.615185829,0.190949125,8.458723393,2.70E-17,1.87E-14
NM_008210,2485.864193,0.215429238,0.108532641,-1.98492579,0.047152729,0.415920124
NM_008211,4577.906523,-0.270396193,0.108752269,2.486349896,0.0129061,0.191837177
NM_008212,10261.09648,0.142578448,0.122181578,-1.166938993,0.243235008,0.846028907
NM_008214,912.7458213,0.054111971,0.11029103,-0.490628942,0.623688912,1
NM_008215,0.505983898,0.07000487,0.174290043,-0.401657312,0.687936245,1
NM_008216,0.539215208,-0.102903676,0.154433862,0.666328445,0.505201188,1
NM_008223,66.11603423,0.068660252,0.334499212,-0.205262821,0.83736679,1
NM_008224,1389.163625,-0.152598939,0.119547213,1.276474246,0.201787925,0.792196601
NM_008225,296.4384824,-0.453289697,0.166083543,2.729287262,0.006347139,0.116357987
NM_008226,12.77730692,0.141977337,0.327670662,-0.433292794,0.664802072,1
NM_008227,62.89974898,-0.346416382,0.281349538,1.23126693,0.218223046,0.816053501
NM_008228,772.5942231,-0.052193229,0.102677517,0.508321886,0.611227624,1
NM_008229,704.0455215,0.002965706,0.119964319,-0.024721571,0.980277049,1
NM_008230,82.79248348,0.305504952,0.201394412,-1.516948508,0.129279685,0.663028203
NM_008231,203.67665,0.016548472,0.26651306,-0.062092536,0.950489141,1
NM_008232,0.175112792,0.048388875,0.148967141,-0.324829184,0.745310356,1
NM_008234,54.99411948,0.540397498,0.248149902,-2.17770587,0.029427942,0.317985504
NM_008235,639.7842732,-0.45264473,0.20199012,2.240925102,0.025030927,0.28775299
NM_008237,0.434286586,0.093858281,0.169469934,-0.553834414,0.579692174,1
NM_008239,1523.955613,0.039058254,0.347068078,-0.11253773,0.910397055,1
NM_008240,15.05713945,-0.612231114,0.316870158,1.932119828,0.053344718,0.440978282
NM_008243,10080.54355,-0.115710272,0.188833216,0.6127644,0.540032133,1
NM_008245,2950.70892,0.365829812,0.220710655,-1.657508616,0.097416688,0.589512833
NM_008246,826.275438,0.084750091,0.11830247,-0.7163848,0.473753778,0.996818036
NM_008247,6.120721612,-0.055076336,0.342505228,0.160804365,0.872247487,1
NM_008248,7209.349384,0.328478622,0.139630949,-2.352477187,0.018648834,0.239666351
NM_008250,273.1029364,0.160505097,0.192782804,-0.832569573,0.405087525,0.966749823
NM_008251,1651.533466,-0.065877536,0.119665968,0.550511868,0.581968339,1
NM_008252,280.7821714,-0.002005566,0.123243362,0.016273219,0.987016423,1
NM_008254,5708.071651,-0.035102685,0.1353019,0.2594397,0.795296002,1
NM_008255,4009.248143,-0.346317185,0.225219946,1.537684348,0.124125813,0.651425363
NM_008256,87515.14145,-0.004320902,0.130638844,0.033075168,0.973614645,1
NM_008258,521.2149712,0.173538561,0.108405084,-1.600834152,0.109413657,0.615242896
NM_008259,1017.692825,0.104744441,0.21184516,-0.494438677,0.620996405,1
NM_008260,1512.996367,0.200178328,0.187677887,-1.06660583,0.286149867,0.885375377
NM_008261,117.5591337,0.556791259,0.255041609,-2.183138906,0.029025582,0.316103297
NM_008262,566.2696463,-0.494482159,0.347315355,1.423726742,0.154525589,0.715299282
NM_008265,21.74964406,0.06068173,0.274484299,-0.221075413,0.825033714,1
NM_008266,0.351259073,0.058920788,0.163480695,-0.360414348,0.718537298,1
NM_008268,36.36689595,0.076322252,0.23687156,-0.322209438,0.747294035,1
NM_008269,10.55002401,0.28038094,0.337096748,-0.831752135,0.405548867,0.966749823
NM_008270,0.82164724,0.295138736,0.256988505,-1.148451118,0.250782381,0.854884721
NM_008272,0.615488426,0.029749128,0.180341053,-0.164960377,0.868975169,1
NM_008277,59882.06608,0.004830065,0.162470821,-0.029728813,0.976283333,1
NM_008278,1777.766473,0.44727321,0.162885896,-2.745929644,0.00603397,0.112156271
NM_008279,59.62416411,0.099286212,0.172404737,-0.575890277,0.564689348,1
NM_008280,0.293329079,0.002416617,0.148967141,-0.016222484,0.987056898,1
NM_008287,20552.24204,0.319150529,0.176677868,-1.806397894,0.07085621,0.507834525
NM_008288,0.615971709,0.237048366,0.187581072,-1.263711544,0.20633358,0.797548142
NM_008290,4422.086446,-0.491067408,0.213870791,2.296093853,0.021670516,0.264157088
NM_008291,0.288337428,-0.089527898,0.148967141,0.600990916,0.547846037,1
NM_008292,8886.067068,-0.172007892,0.119486053,1.439564601,0.149990621,0.707536482
NM_008295,4918.633262,-1.041474748,0.319670313,3.257965173,0.001122142,0.034118584
NM_008297,888.1201197,0.682189192,0.146531592,-4.655577562,3.23E-06,0.000283622
NM_008298,29.12081475,0.036168839,0.262825154,-0.137615592,0.890544232,1
NM_008299,0.668719993,0.190290614,0.226615054,-0.839708618,0.401071781,0.965921017
NM_008300,3431.934712,0.015743962,0.091833199,-0.171440852,0.863877135,1
NM_008301,0.501886364,0.082095928,0.195838448,-0.419202302,0.67506829,1
NM_008302,32334.50865,0.281909349,0.118979552,-2.369393272,0.017817297,0.233964628
NM_008303,5520.235889,0.392750734,0.170102089,-2.308911877,0.020948472,0.258899851
NM_008304,4414.065067,0.181826303,0.13537371,-1.343143389,0.179225548,0.760793011
NM_008305,1133.374588,-0.261762523,0.161865659,1.617159094,0.105843944,0.60878988
NM_008311,0.63315635,-0.07643264,0.223159234,0.342502699,0.731972613,1
NM_008313,0.151219648,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_008317,988.3887042,-0.103327485,0.147457136,0.700728956,0.483472182,1
NM_008319,3.93158186,0.09744532,0.326648458,-0.298318629,0.765459987,1
NM_008321,2854.837567,-0.750061694,0.26876392,2.79078268,0.005258076,0.101992499
NM_008323,2473.528614,0.07382714,0.092150774,-0.801155946,0.423041371,0.974769931
NM_008325,23.44970803,0.00445586,0.309466016,-0.014398544,0.988512021,1
NM_008326,1326.538677,-0.321928369,0.16915226,1.903186921,0.057016159,0.456788843
NM_008329,144.3694435,-0.015655935,0.168153733,0.093104889,0.925820234,1
NM_008331,244.945929,-0.326290343,0.251526633,1.297239736,0.194548713,0.783412378
NM_008332,88.14552979,-0.464545162,0.234426519,1.981623769,0.047521365,0.416864196
NM_008337,3.015552442,0.384978406,0.322502193,-1.193723372,0.232586195,0.833166524
NM_008338,475.1044021,-0.224004569,0.144101622,1.554490269,0.120067516,0.639925571
NM_008339,0.365396342,-0.053874053,0.164687382,0.327129206,0.743570163,1
NM_008340,3216.552063,-0.116579673,0.193251865,0.603252511,0.54634072,1
NM_008341,1396.121035,0.130759473,0.344353074,-0.379725005,0.704149556,1
NM_008342,2826.254143,0.714381956,0.196663986,-3.632500145,0.000280688,0.011955792
NM_008343,533.4708467,-0.344891172,0.162672455,2.120157168,0.033992793,0.346015917
NM_008344,44.56528873,0.120332653,0.343125767,-0.350695474,0.725816822,1
NM_008349,400.2669384,0.041506552,0.13899462,-0.298619848,0.76523012,1
NM_008353,71.99163313,0.44259827,0.288757938,-1.532765726,0.125333588,0.654274921
NM_008354,0.403578587,-0.034585718,0.188713193,0.183271328,0.85458513,1
NM_008356,0.550409355,0.067466174,0.17952322,-0.37580751,0.707060004,1
NM_008359,755.6274721,0.094728316,0.12538873,-0.755477115,0.449962759,0.985315417
NM_008360,265.7309132,-0.324994853,0.13365224,2.431645389,0.015030415,0.210684951
NM_008361,36.86087208,-0.231057106,0.284691603,0.81160492,0.417018367,0.972734595
NM_008362,5.083095268,0.267221649,0.348034289,-0.76780265,0.44260444,0.983944806
NM_008364,380.0454053,0.778116064,0.198499103,-3.919997878,8.85E-05,0.004677378
NM_008365,29.01684849,0.631622649,0.273787707,-2.306979577,0.021055959,0.259542104
NM_008367,29.38718984,0.0443778,0.243918591,-0.181936933,0.85563222,1
NM_008368,78.34214499,0.272731436,0.184885568,-1.475136427,0.140175869,0.683941114
NM_008369,165.8300188,0.211800845,0.189394131,-1.118307332,0.263435757,0.868321032
NM_008370,25.77342689,-0.021035789,0.27303864,0.077043267,0.938589125,1
NM_008372,23.95386296,0.568559808,0.325831325,-1.744951342,0.080993339,0.540306927
NM_008375,0.151219648,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_008377,936.2328321,-0.087980744,0.141529372,0.621643005,0.534176636,1
NM_008378,564.2924127,0.218660135,0.133354024,-1.639696558,0.101068275,0.597683641
NM_008379,3328.945093,-0.289552907,0.119215683,2.428815557,0.015148236,0.211640473
NM_008380,1049.837757,-0.170344484,0.269859116,0.63123487,0.527886965,1
NM_008381,58.53871289,-0.462107103,0.291018045,1.587898448,0.112309304,0.619245888
NM_008382,2268.017509,-0.958694952,0.199999805,4.793479443,1.64E-06,0.000159636
NM_008384,225.7325341,0.002736557,0.16779482,-0.01630895,0.986987918,1
NM_008388,2439.467707,0.232381198,0.117507759,-1.977581729,0.047975912,0.418423896
NM_008389,211.9750148,-0.349428715,0.131668651,2.653848987,0.007957943,0.134113925
NM_008391,2270.174236,-0.10243963,0.107824865,0.950055726,0.342083938,0.927335372
NM_008392,7.565937296,-0.178239354,0.331613987,0.537490459,NA,1
NM_008396,0.707621104,-0.072051346,0.187973974,0.383304902,0.701493705,1
NM_008397,0.41328648,0.042698001,0.18991665,-0.224824946,0.822115459,1
NM_008398,5.175520549,-0.2851145,0.347882731,0.81957072,0.412460871,0.96860424
NM_008399,12.59852018,0.008130912,0.335301829,-0.02424953,0.98065357,1
NM_008402,402.1904169,0.152632605,0.144935515,-1.053106992,0.292291958,0.889588564
NM_008403,359.5345744,0.094040685,0.112615792,-0.835057705,0.403685219,0.966749823
NM_008404,180.1682496,-0.246653807,0.180325482,1.367825585,0.171366677,0.745113582
NM_008405,0.679120521,0.073087603,0.206859359,-0.353320261,0.723848358,1
NM_008407,24781.31441,0.046951363,0.231361183,-0.202935353,0.839185562,1
NM_008408,2339.27883,-0.025971469,0.110355025,0.235344694,0.813941209,1
NM_008409,14.16039114,-0.108539601,0.348766097,0.311210297,0.755640756,1
NM_008410,22442.2097,-0.070055614,0.113512711,0.617160967,0.537128559,1
NM_008411,0.155820054,0.048388875,0.148967141,-0.324829184,0.745310356,1
NM_008412,2.52222827,-0.398232474,0.24479665,1.626788904,NA,1
NM_008413,1.741453121,-0.116402608,0.26910037,0.43256205,0.665332964,1
NM_008415,27.76903102,-0.647183221,0.297287428,2.176961284,0.029483456,0.318011011
NM_008416,1591.104569,-0.483932079,0.329853342,1.467112856,0.142345357,0.688958105
NM_008417,187.7252951,-0.426114532,0.274633545,1.551574962,0.120763958,0.641575279
NM_008418,4.8875435,-0.145656671,0.345371952,0.421738562,0.673215854,1
NM_008420,193.7391172,-0.197263294,0.187250621,1.05347204,0.292124702,0.889588564
NM_008421,3.187642381,-0.391896928,0.319281295,1.227434659,0.219659266,0.818698151
NM_008423,54.28300538,1.476626258,0.272292486,-5.422941635,5.86E-08,8.63E-06
NM_008425,44.3234498,-1.013511438,0.336486346,3.012043281,NA,1
NM_008429,13.21968569,-0.175817961,0.313755649,0.560365883,0.575229897,1
NM_008430,8.388531032,0.240850247,0.346993178,-0.694106576,0.487615375,1
NM_008431,2.373659315,0.364131148,0.338704923,-1.075068955,0.282343858,0.880824878
NM_008432,2.143159362,0.072730981,0.315613078,-0.230443495,0.817747166,1
NM_008434,41.10720646,-0.232451042,0.231278518,1.005069748,0.314863266,0.905510336
NM_008435,0.226829472,-0.06654177,0.148967141,0.446687566,0.655100661,1
NM_008437,35.24085068,-0.048791382,0.263750936,0.184990363,0.853236594,1
NM_008441,396.4915998,0.029144082,0.233952331,-0.124572738,0.900861812,1
NM_008442,19.13787056,-0.131359847,0.281291061,0.466989056,0.640507708,1
NM_008444,252.8086492,-0.413385475,0.166673403,2.48021261,0.013130406,0.193875472
NM_008445,81.16507862,-0.075625923,0.26970243,0.280405047,0.779166765,1
NM_008446,9.429814357,-0.23726525,0.330906387,0.717016231,0.473364082,0.996558767
NM_008447,3.299093647,-0.204665381,0.338066103,0.605400479,0.544912933,1
NM_008448,1240.66434,-0.117654862,0.141832877,0.829531659,0.40680363,0.966749823
NM_008449,7.806352009,-0.088538145,0.343430341,0.25780525,0.796557213,1
NM_008451,0.18516628,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_008452,449.6147159,0.164012603,0.134222849,-1.221942501,0.221729372,0.821108604
NM_008453,521.5988028,0.01710242,0.145820083,-0.117284392,0.906634693,1
NM_008455,12740.96155,0.143234685,0.157918943,-0.907013958,0.364399416,0.947226496
NM_008456,2.055233367,-0.471974482,0.319848359,1.475619522,0.140046061,0.683941114
NM_008457,0.175112792,0.048388875,0.148967141,-0.324829184,0.745310356,1
NM_008458,7.040200324,-0.245351042,0.34089685,0.719722232,0.471696035,0.995754162
NM_008459,0.237092905,0.025402746,0.148967141,-0.170525834,0.86459662,1
