,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NM_001001130,57.89111761,0.323584339,0.203811403,-1.587665531,0.112361991,0.619245888
NM_001001144,6.142707683,-0.146699351,0.348634825,0.420782265,0.673914083,1
NM_001001152,12.67313296,-0.197906295,0.326537859,0.606074577,0.544465232,1
NM_001001178,61.92797862,-0.034779559,0.219068848,0.158760859,0.873857287,1
NM_001001179,774.6703319,0.284823218,0.148351219,-1.919925031,0.05486737,0.448208274
NM_001001180,24.11797811,-1.011372447,0.310483435,3.257411931,0.001124331,0.034129664
NM_001001181,1601.838424,-0.088389191,0.11641894,0.759233777,0.447712724,0.983944806
NM_001001182,599.3803151,-0.188233572,0.14951671,1.258946718,0.208049578,0.800806722
NM_001001183,295.1299783,0.148971514,0.172657001,-0.862817688,0.388237712,0.960096674
NM_001001184,267.9518605,-0.570260343,0.173448521,3.287778639,0.001009812,0.031523331
NM_001001186,34.54595531,0.607743558,0.261980056,-2.319808494,0.020351239,0.254302358
NM_001001187,91.5867207,0.029543098,0.19354894,-0.152638901,0.878683046,1
NM_001001295,3.49278688,-0.007850708,0.302954901,0.025913783,0.979326107,1
NM_001001321,1574.477118,-0.174987693,0.136024427,1.286443155,0.198288445,0.787886877
NM_001001333,29.61881882,0.374381015,0.24898377,-1.503636219,0.13267506,0.670252989
NM_001001334,1.067857844,0.287660005,0.263623036,-1.091179321,0.275193985,0.87658677
NM_001001335,0.867731906,0.061919401,0.234177266,-0.264412519,0.791462066,1
NM_001001445,12.04670347,0.981789351,0.332211594,-2.955313324,0.003123517,0.070624712
NM_001001446,4346.184611,-0.119593271,0.223786883,0.534406975,0.593059994,1
NM_001001449,0.169630286,0.002416617,0.148967141,-0.016222484,0.987056898,1
NM_001001451,0.852542387,0.005518211,0.234550833,-0.023526718,0.981230126,1
NM_001001488,800.3459237,-0.130665682,0.169081414,0.772797428,0.439642276,0.98177436
NM_001001491,948.9769417,0.094587646,0.108967363,-0.86803648,0.385374362,0.959542738
NM_001001492,1.508629965,0.0724505,0.311855567,-0.232320689,0.816288944,1
NM_001001493,1504.923579,-0.042950867,0.139399117,0.308114336,0.757995333,1
NM_001001495,2.297390921,0.178079343,0.317778518,-0.560388237,0.575214653,1
NM_001001496,5.293622311,0.503792269,0.343471525,-1.466765749,0.14243979,0.688958105
NM_001001650,0.532528027,0.051688076,0.154240983,-0.335112468,0.737540248,1
NM_001001737,287.5212557,0.193203467,0.168831342,-1.14435782,0.252475273,0.857131433
NM_001001738,52.57444779,0.04382155,0.222028147,-0.197369344,0.843538518,1
NM_001001804,2.546285733,-0.367815781,0.320289885,1.148384003,0.250810074,0.854884721
NM_001001806,1903.488277,-0.013248264,0.187709058,0.070578717,0.94373305,1
NM_001001881,184.2537022,-0.391238977,0.167683441,2.333199834,0.01963766,0.248111214
NM_001001883,57.54487294,0.101547161,0.247198146,-0.410792567,0.681224644,1
NM_001001884,82.86974859,-0.093456449,0.197757252,0.472581656,0.636511673,1
NM_001001885,9.248849043,0.310528804,0.340755791,-0.911294284,0.362140337,0.946953177
NM_001001892,10.63751107,-0.063835356,0.322047298,0.19821733,0.842875029,1
NM_001001932,1201.001955,0.214385228,0.136650993,-1.56885233,0.116682352,0.630652623
NM_001001979,0.226829472,-0.06654177,0.148967141,0.446687566,0.655100661,1
NM_001001980,3.530890521,-0.193544211,0.198410964,0.975471351,NA,1
NM_001001982,239.1561056,-0.266270141,0.277110928,0.960879252,0.336612884,0.923856923
NM_001001983,1190.676639,-0.088317429,0.12817449,0.689040615,0.490797709,1
NM_001001984,2331.989729,0.058865333,0.123783603,-0.475550324,0.634394773,1
NM_001001985,14.60261308,-0.29379781,0.344216649,0.853525856,0.393367755,0.961898391
NM_001001999,0.453658944,-0.128730568,0.149198417,0.862814566,0.388239429,0.960096674
NM_001002004,5304.285999,-0.371503166,0.107571521,3.453545717,0.000553269,0.019895323
NM_001002005,1.625412598,0.282297874,0.27487193,-1.027016015,0.304412923,0.898063051
NM_001002008,204.726096,0.298550557,0.190374634,-1.568226556,0.116828269,0.630652623
NM_001002011,570.1142023,0.296607828,0.158128656,-1.875737361,0.060691353,0.472861504
NM_001002239,19603.83795,0.381418364,0.163026259,-2.339613052,0.019303728,0.245217673
NM_001002267,16.63668253,0.125380896,0.280051957,-0.447705838,0.654365507,1
NM_001002268,46.46733063,0.151325648,0.251763942,-0.60106164,0.547798932,1
NM_001002764,1321.405593,0.017438223,0.109668662,-0.159008256,0.873662369,1
NM_001002786,6.196847915,-0.272288915,0.349091138,0.779993776,0.435394539,0.980738724
NM_001002846,22.38700155,0.061824148,0.296714754,-0.208362231,0.834946144,1
NM_001002895,164.4499494,0.060863262,0.160355119,-0.379552971,0.704277276,1
NM_001002896,1.279071434,0.013524668,0.305990867,-0.044199582,0.964745315,1
NM_001002897,35.67707785,-0.877962188,0.33052429,2.656271308,NA,1
NM_001002898,3.645566706,-0.154486197,0.339841441,0.454583163,0.64940915,1
NM_001002927,0.16398911,0.048388875,0.148967141,-0.324829184,0.745310356,1
NM_001002929,666.4632952,0.187359775,0.091405214,-2.049771186,0.040386765,0.382763361
NM_001003405,1.69040895,-0.130124727,0.22150644,0.587453472,NA,1
NM_001003666,21.83342808,0.260712136,0.274491488,-0.949800438,0.342213663,0.927335372
NM_001003672,0.151219648,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_001003685,0.411772557,-0.149639805,0.169960106,0.880440763,0.378620582,0.957916769
NM_001003817,66.99888127,-0.294778223,0.253046115,1.164918981,0.244051789,0.847766006
NM_001003893,7368.245678,-0.08722734,0.113533429,0.768296529,0.442311036,0.983944806
NM_001003908,2886.347604,-0.055311368,0.155608348,0.355452447,0.722250663,1
NM_001003910,200.0193844,-0.113151588,0.254335552,0.44489096,0.656398556,1
NM_001003912,1367.045041,-0.069676364,0.106034497,0.65711034,0.511109971,1
NM_001003915,3.754231764,0.09135296,0.341498625,-0.267506084,0.78907953,1
NM_001003918,2241.018783,0.028310323,0.076429823,-0.370409381,0.711077485,1
NM_001003920,13.81062692,-0.084058072,0.298379455,0.281715349,0.778161784,1
NM_001003939,3.479414112,0.044681966,0.34377659,-0.129973848,0.896587118,1
NM_001003948,2231.541176,-0.308810912,0.223169152,1.383752677,0.166434198,0.737582732
NM_001003949,6283.392832,0.094107521,0.139458793,-0.674805222,0.499799522,1
NM_001003950,878.7851454,0.020138659,0.129981235,-0.154935124,0.876872463,1
NM_001003953,51.0941411,-0.559620137,0.247384949,2.262143023,0.023688568,0.279064207
NM_001003955,6.937989169,-0.461147165,0.34913012,1.320846119,0.186552678,0.772614999
NM_001004025,0.574517233,-0.144711968,0.150006373,0.964705469,NA,1
NM_001004062,421.9895091,-0.412429919,0.122453879,3.368042899,0.000757038,0.025460174
NM_001004066,1.698646959,-0.491301853,0.305446242,1.608472413,0.107731753,0.612889612
NM_001004139,56.04642802,0.1782374,0.196099807,-0.908911657,0.36339676,0.947150367
NM_001004140,9.243544344,-1.65060657,0.348090028,4.74189559,2.12E-06,0.000197955
NM_001004141,0.539550751,-0.085614746,0.178503632,0.479624675,0.631494297,1
NM_001004142,216.2791502,-0.037970274,0.217335748,0.174707908,0.861309154,1
NM_001004143,817.5990581,-0.309486008,0.140851735,2.197246688,0.028002833,0.308195981
NM_001004144,751.7510007,-0.044443534,0.116509446,0.381458628,0.702862965,1
NM_001004148,15.48950021,-0.958044887,0.322040613,2.974919459,0.002930655,0.067405061
NM_001004149,15.6294712,-0.11005976,0.329428988,0.334092519,0.738309745,1
NM_001004153,11.47680403,0.446559849,0.34739518,-1.285452058,0.19863436,0.788263784
NM_001004154,2.512060981,-0.050260341,0.273251433,0.18393441,0.85406491,1
NM_001004157,2152.441111,0.301122556,0.212880245,-1.414516203,0.157210393,0.720714662
NM_001004159,0.276285185,0.071375004,0.148967141,-0.479132534,0.631844346,1
NM_001004164,293.3546955,-0.295668222,0.161520389,1.830531883,0.067170444,0.495105772
NM_001004173,38.17064113,0.088062482,0.212511555,-0.414389147,0.678589136,1
NM_001004174,1.245634489,-0.025846288,0.26305844,0.098253025,0.921731378,1
NM_001004176,65.83531174,-0.445856865,0.244897019,1.820589187,0.068669328,0.499355655
NM_001004178,273.2976839,0.322971952,0.151215309,-2.135841633,0.032692324,0.338264728
NM_001004180,127.9955982,-0.444037698,0.347156604,1.27907029,0.200872305,0.791601265
NM_001004182,3.165181927,0.131043237,0.343902921,-0.381047177,0.703168243,1
NM_001004184,14.65954877,-0.444373346,0.321763974,1.381053759,0.167262432,0.737999106
NM_001004185,2247.097672,0.003806928,0.135188871,-0.028160066,0.977534487,1
NM_001004187,1.684151257,0.187157526,0.294005395,-0.636578545,0.524399404,1
NM_001004190,119.0990308,0.271125711,0.162919002,-1.664174888,0.096077485,0.586151024
NM_001004191,784.2230069,-0.205051029,0.154914153,1.323642967,0.185621648,0.771662783
NM_001004193,2.575764847,0.271785911,0.33915378,-0.801364831,0.422920469,0.974769931
NM_001004362,314.5462575,-0.25082266,0.145806968,1.720237817,0.085389222,0.552276468
NM_001004363,111.2171619,-0.188515472,0.285682659,0.659877197,0.509332638,1
NM_001004366,2.225482229,0.061332775,0.301999433,-0.203089039,0.839065439,1
NM_001004367,9.099069636,-0.209629817,0.321114703,0.652819118,0.513872897,1
NM_001004468,127.4370539,-0.564560482,0.347971406,1.622433546,NA,1
NM_001004721,450.8170307,-0.008677044,0.148294816,0.058512118,0.95334071,1
NM_001005223,183.1620335,0.034579504,0.133922919,-0.258204526,0.796249065,1
NM_001005341,811.6022451,-0.218731128,0.338924396,0.645368496,0.518688414,1
NM_001005342,2.358472773,-0.592014971,0.316052702,1.8731527,0.061047302,0.473761788
NM_001005343,0.161483081,0.048388875,0.148967141,-0.324829184,0.745310356,1
NM_001005358,20.44170481,0.016299651,0.294509066,-0.05534516,0.955863485,1
NM_001005370,4.553130114,0.59280959,0.346898884,-1.708882955,0.087472632,0.55679375
NM_001005385,1.586200188,0.006692266,0.270312592,-0.024757508,0.980248384,1
NM_001005419,396.673499,-0.070948354,0.138146272,0.513574147,0.607549758,1
NM_001005420,14.2761609,-0.189028305,0.317733575,0.594927071,0.551892221,1
NM_001005421,36.39672721,-0.212487884,0.251775917,0.843956353,0.398693796,0.964727883
NM_001005422,0.772040198,0.035784401,0.231897373,-0.154311369,0.877364234,1
NM_001005423,1124.386284,-0.063865951,0.264325013,0.241619022,0.809075382,1
NM_001005424,13.22221549,0.120979926,0.312700739,-0.38688724,0.698839688,1
NM_001005426,190.7384483,0.921149967,0.178739512,-5.153588902,2.56E-07,3.27E-05
NM_001005475,11.43557593,-0.571499372,0.292521398,1.953701083,0.050736578,0.428510964
NM_001005477,0.419242441,0.119980559,0.189810415,-0.63210735,0.527316733,1
NM_001005506,10.57961207,0.357208366,0.340863335,-1.047951857,0.294660788,0.891120812
NM_001005507,5.036117715,-0.110512785,0.338011728,0.326949557,0.743706038,1
NM_001005508,229.9525905,0.165328831,0.171589367,-0.963514424,0.335289429,0.923257356
NM_001005509,1238.760512,0.169848873,0.110837843,-1.532408683,0.125421616,0.654443987
NM_001005510,2628.335623,0.323779505,0.202544686,-1.598558377,0.109918764,0.6159457
NM_001005608,1.366454467,0.348545104,0.281061123,-1.24010429,0.214936822,0.812268319
NM_001005767,930.6024536,0.018093799,0.116283614,-0.155600592,0.876347859,1
NM_001005784,1.933002332,-0.243289352,0.283272104,0.858853905,0.390421123,0.961459815
NM_001005787,4.89602377,0.124369187,0.344667488,-0.360838174,0.718220424,1
NM_001005788,72.73209944,-0.005555119,0.207593501,0.0267596,0.978651476,1
NM_001005847,0.308353447,0.002753608,0.158457305,-0.017377602,0.986135377,1
NM_001005854,2.610665091,0.328595647,0.315286251,-1.04221369,0.297312617,0.892558346
NM_001005858,65.15292933,-0.314644625,0.197277406,1.594934928,0.110726788,0.6159457
NM_001005860,0.574081668,-0.037485514,0.199217855,0.188163427,0.850748541,1
NM_001005863,17.40112889,0.196804508,0.32113641,-0.612837729,0.539983641,1
NM_001005865,7.180134808,-0.060136376,0.347138657,0.173234455,0.862467142,1
NM_001005916,337.9738065,-0.038343228,0.118747904,0.32289604,0.746773976,1
NM_001006664,0.398575987,0.071375004,0.148967141,-0.479132534,0.631844346,1
NM_001007268,5.235079435,-0.228226826,0.198739691,1.148370638,NA,1
NM_001007460,3.367287478,-0.236244111,0.328117223,0.719999117,0.471525539,0.995754162
NM_001007462,2.459635416,-0.614775872,0.340815852,1.803835909,0.071257035,0.508563089
NM_001007463,0.600752963,0.021596497,0.201034418,-0.107426863,0.914450344,1
NM_001007567,1117.199893,0.212300448,0.120736493,-1.758378446,0.078683138,0.532306801
NM_001007568,55.96773378,-0.149351642,0.244077498,0.611902546,0.540602237,1
NM_001007569,0.244889322,-0.020569512,0.148967141,0.138080866,0.890176507,1
NM_001007570,4812.174832,0.191656881,0.138641967,-1.3823872,0.166852844,0.73774382
NM_001007571,3073.042342,0.024262139,0.166244451,-0.145942549,0.883966742,1
NM_001007573,1.051374124,0.051114562,0.259065837,-0.197303368,0.843590144,1
NM_001007574,40.94929515,-0.334020281,0.265922675,1.256080477,0.209086794,0.802286783
NM_001007575,191.0040334,0.034010107,0.138519593,-0.245525605,0.806049485,1
NM_001007576,0.4881369,-0.141450336,0.152392268,0.928198905,0.353304403,0.940049195
NM_001007577,52.83972794,-0.451528118,0.217984877,2.071373595,0.038323897,0.369880496
NM_001007578,20.02831688,-0.322611201,0.257253914,1.2540575,0.209821107,0.803271505
NM_001007580,0.233833114,-0.020569512,0.148967141,0.138080866,0.890176507,1
NM_001007581,262.3788921,-0.082968256,0.180196803,0.46043134,0.645206644,1
NM_001007583,0.615142025,-0.076454428,0.159301769,0.479934583,0.63127391,1
NM_001007589,708.9431041,0.079503546,0.098609327,-0.806247725,0.420100025,0.974708829
NM_001008231,183.1173086,0.021529811,0.154885869,-0.139004361,0.889446703,1
NM_001008232,575.0960765,0.246130312,0.213834334,-1.151032702,0.249718782,0.853810844
NM_001008419,1.755809852,-0.067406908,0.291925528,0.230904466,0.817389021,1
NM_001008421,256.0406281,0.107213333,0.159882648,-0.670575165,0.502491208,1
NM_001008422,2778.260929,-0.059950927,0.139600155,0.429447425,0.667597647,1
NM_001008423,0.238776044,-0.020569512,0.148967141,0.138080866,0.890176507,1
NM_001008424,27.90777274,-0.156244511,0.159409022,0.980148483,NA,1
NM_001008425,197.8851807,-0.079541465,0.162360172,0.48990749,0.624199363,1
NM_001008426,28.31694287,0.184819753,0.238065926,-0.776338536,0.437549125,0.981490685
NM_001008427,148.1308945,-0.17712772,0.179047248,0.98927921,0.322526553,0.913084635
NM_001008498,272.4170364,0.107117013,0.148112368,-0.72321451,0.469548106,0.994733758
NM_001008501,250.7860033,0.305402858,0.169185491,-1.805136227,0.071053367,0.50830804
NM_001008502,0.188671457,0.002416617,0.148967141,-0.016222484,0.987056898,1
NM_001008533,12.34107667,0.157324839,0.340455396,-0.462101178,0.644008765,1
NM_001008542,3.950819601,-0.582222834,0.348389414,1.671184057,0.094685328,0.579487089
NM_001008543,0.590596754,0.15139937,0.180079184,-0.840737766,0.400494858,0.965760929
NM_001008547,0.400259125,0.032618345,0.167818613,-0.194366669,0.845888786,1
NM_001008549,94.3158341,0.584148883,0.234515723,-2.490872997,0.012742966,0.189865119
NM_001008550,1521.231218,-0.548203294,0.159149287,3.444585288,0.000571936,0.020448632
NM_001008700,1104.119598,-0.294214856,0.198408646,1.482873158,0.138108114,0.681688696
NM_001008785,1.03557675,-0.011281847,0.234653784,0.048078693,0.961653527,1
NM_001009545,0.226829472,-0.06654177,0.148967141,0.446687566,0.655100661,1
NM_001009546,0.151219648,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_001009549,0.771251142,-0.173360172,0.210706478,0.822756727,0.410646349,0.96860424
NM_001009550,5327.396255,-1.145288068,0.262994441,4.354799531,1.33E-05,0.00092929
NM_001009573,127.6508761,0.419111332,0.191067126,-2.193529264,0.028269269,0.310397565
NM_001009575,59.43987919,-0.074285196,0.216745773,0.342729618,0.731801879,1
NM_001009818,377.266391,0.200887693,0.191406366,-1.049535065,0.293931926,0.890834442
NM_001009819,4.495373829,0.189791653,0.344164316,-0.551456511,0.581320771,1
NM_001009927,963.7175245,-0.032871953,0.119597999,0.274853706,0.783428635,1
NM_001009929,0.260197501,-0.020569512,0.148967141,0.138080866,0.890176507,1
NM_001009930,0.508565324,-0.131226553,0.174636452,0.751427045,0.452395691,0.986973169
NM_001009935,0.754730827,0.342049836,0.217080207,-1.575684126,0.115098618,0.626741133
NM_001009947,30.07473895,-0.160310592,0.317882205,0.504308165,0.614044841,1
NM_001009949,3209.053145,0.394281191,0.172330663,-2.287934053,0.022141362,0.267611359
NM_001009951,349.1563359,0.186003944,0.152702637,-1.218079451,0.223193782,0.822451441
NM_001010825,397.8992081,-0.183605368,0.17633144,1.041251455,0.29775886,0.892672386
NM_001010833,530.9186994,-0.024248,0.156555401,0.154884465,0.876912401,1
NM_001010834,1091.464602,0.133382328,0.184867393,-0.721502726,0.470600264,0.99522216
NM_001010836,293.9696171,0.463067289,0.156270124,-2.963249003,0.003044102,0.069272613
NM_001010941,7.45587616,-0.7223532,0.343059285,2.105622064,0.035237194,0.353935288
NM_001010973,1.987291395,-0.064440034,0.325747904,0.197821791,0.843184496,1
NM_001011687,7.612125711,-1.174891011,0.338190418,3.474051744,0.000512662,0.018945197
NM_001011759,3.514067363,0.538999785,0.318341946,-1.693147236,0.090427445,0.568179703
NM_001011780,0.352660567,0.0594624,0.164183696,-0.362169942,0.71722504,1
NM_001011800,0.775404735,0.220883434,0.235590345,-0.937574222,0.348463264,0.933593192
NM_001011852,38.83819501,1.11978777,0.270430947,-4.140753058,3.46E-05,0.002101235
NM_001011872,51.04060887,0.134595167,0.233340994,-0.576817489,0.564062754,1
NM_001011873,359.7766306,0.312378175,0.143022455,-2.184119787,0.028953447,0.315869607
NM_001011874,0.74300187,0.040815205,0.245051209,-0.16655786,0.867717953,1
NM_001011875,0.806879075,-0.228887228,0.241170687,0.949067365,0.342586351,0.927550779
NM_001012236,6.123063926,0.178782122,0.34882085,-0.512532784,0.608278182,1
NM_001012273,46.64049665,0.230939016,0.296635437,-0.778528077,0.436257761,0.980945104
NM_001012305,1.610277273,0.028384103,0.326084782,-0.087045164,0.930635613,1
NM_001012309,704.2328078,0.144056026,0.175280855,-0.821858303,0.411157547,0.96860424
NM_001012310,19169.5415,0.16022227,0.215553976,-0.743304638,0.457297264,0.988709151
NM_001012323,121332.0355,-1.066834974,0.228422821,4.670439525,3.01E-06,0.000268904
NM_001012324,51.94605422,-0.095011199,0.217305025,0.437225045,0.661948148,1
NM_001012330,9.440694346,0.278118121,0.347767442,-0.799724436,0.423870472,0.975406256
NM_001012335,0.580421282,-0.132548263,0.221136289,0.599396252,0.548908676,1
NM_001012400,888.5000859,0.005660036,0.159617959,-0.035459896,0.971713025,1
NM_001012401,833.0554292,-0.474267442,0.33109004,1.43244249,NA,1
NM_001012402,35.48269739,0.082609853,0.27613762,-0.299161894,0.764816523,1
NM_001012477,1337.469132,0.700916619,0.255477673,-2.743553323,0.006077818,0.112533996
NM_001012520,1.095923235,0.169821656,0.267297615,-0.635327988,0.525214523,1
NM_001012667,1.305754063,0.418374686,0.265411735,-1.576323239,0.114951329,0.626121438
NM_001012704,0.151219648,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_001012723,0.168102439,-0.043555641,0.148967141,0.292384216,0.769992875,1
NM_001012765,66.26822013,-0.314241721,0.291144799,1.079331389,0.280440025,0.879266939
NM_001013012,872.8809101,-0.073418221,0.098572413,0.744815093,0.456383509,0.988647902
NM_001013013,20.78420449,-0.099976652,0.159342032,0.627434274,NA,1
NM_001013019,23.1826642,-0.099978548,0.315604596,0.316784195,0.751407358,1
NM_001013022,334.0329338,-0.571823205,0.272729041,2.096671496,0.036022665,0.358291394
NM_001013024,61.73168603,-0.144865744,0.183815258,0.788105108,NA,1
NM_001013025,1521.274432,-0.150512876,0.115033028,1.308431833,0.190726881,0.778607106
NM_001013026,133.2637254,-0.542837831,0.1714126,3.16684905,0.001541003,0.042590124
NM_001013028,134.697307,-0.213873505,0.172732183,1.23817983,0.215649389,0.813004973
NM_001013365,2.177864712,0.086480136,0.305906137,-0.28270154,0.777405636,1
NM_001013366,1419.758535,0.166938853,0.242107475,-0.689523746,0.490493735,1
NM_001013367,356.4768438,0.355976667,0.102494312,-3.473135828,0.000514415,0.018972475
NM_001013368,223.1755007,-0.296137199,0.343791892,0.86138506,0.389026002,0.96072381
NM_001013370,1.535382302,0.180794225,0.324163777,-0.557724946,0.57703222,1
NM_001013371,1392.300337,-0.239116323,0.126492598,1.890358222,0.058710067,0.464184705
NM_001013372,57.88156969,0.254489128,0.275636459,-0.92327818,0.355862256,0.94150226
NM_001013373,14.47268497,-0.85540311,0.340020856,2.515737181,NA,1
NM_001013375,337.6084591,0.091261564,0.136506277,-0.668552139,0.503781212,1
NM_001013376,115.8794908,-0.102525172,0.225715619,0.454222765,0.649668499,1
NM_001013377,14.08048782,-0.235294606,0.314517581,0.74811273,0.454392164,0.988100835
NM_001013379,174.6526407,0.010084349,0.113044092,-0.089207218,0.928917229,1
NM_001013380,937.9132416,0.11195449,0.153728574,-0.728260769,0.466453973,0.993652851
NM_001013381,742.6166821,0.246734372,0.172163488,-1.433139948,0.151817847,0.711506584
NM_001013382,0.259799947,0.025402746,0.148967141,-0.170525834,0.86459662,1
NM_001013384,22.50701441,0.314027353,0.342871169,-0.915875647,0.359732121,0.944884244
NM_001013386,14.19730626,-0.258828016,0.342631985,0.755411134,0.450002335,0.985315417
NM_001013389,302.0583001,-0.110886233,0.165321812,0.670729604,0.5023928,1
NM_001013390,50.21379684,-0.157813662,0.185582425,0.850369654,NA,1
NM_001013405,611.1971831,0.023344777,0.153399484,-0.15218289,0.879042689,1
NM_001013411,4.019680594,0.166349301,0.348845729,-0.476856351,0.633464416,1
NM_001013577,143.410858,-0.24985844,0.179142162,1.394749489,0.163091396,0.73224033
NM_001013581,290.1562135,0.172819308,0.178542567,-0.96794457,0.333072054,0.922137153
NM_001013607,189.2115794,-0.176391251,0.215914337,0.816950153,0.413956915,0.970192346
NM_001013608,364.2170447,0.125096617,0.09225385,-1.356004295,0.175097801,0.753145606
NM_001013616,9.561218304,-0.220428184,0.337263356,0.653578813,0.513383198,1
NM_001013741,0.558893772,0.119423851,0.201779725,-0.591852583,0.553949308,1
NM_001013749,3.429797213,0.393101189,0.349126436,-1.125956525,0.260183922,0.865998425
NM_001013751,0.332278618,0.048388875,0.148967141,-0.324829184,0.745310356,1
NM_001013753,39.43826741,-0.048911943,0.276277939,0.177038903,0.859477832,1
NM_001013756,19.65580645,-0.654060159,0.345063103,1.89547985,0.058028859,0.461045655
NM_001013758,0.529268768,-0.140800871,0.149659049,0.940810942,NA,1
NM_001013762,2.715753383,0.403284809,0.342112067,-1.178809073,0.238474211,0.840412602
NM_001013764,9.12577037,1.459056214,0.341315011,-4.274808222,1.91E-05,0.001250753
NM_001013767,82.21860476,0.713081474,0.341785992,-2.086339082,0.036947919,0.36305262
NM_001013769,47.82773442,0.054146988,0.223461863,-0.24230975,0.808540159,1
NM_001013770,43.87846167,-0.541879718,0.206384608,2.625582025,0.008650096,0.14225871
NM_001013771,1.677649259,-0.043601746,0.261649475,0.166641824,0.867651883,1
NM_001013773,1.81673461,-0.372337747,0.29156687,1.27702351,0.201593947,0.791601265
NM_001013777,478.5943111,0.336432845,0.149083878,-2.256668195,0.024028816,0.28068918
NM_001013778,10.72832862,0.014233684,0.305880138,-0.046533533,0.962885007,1
NM_001013779,82.049516,-0.101977972,0.190940356,0.534082863,0.593284205,1
NM_001013780,464.9201879,0.266806417,0.188869013,-1.41265321,0.157757715,0.72195583
NM_001013783,0.406626935,0.119521661,0.189478728,-0.630791974,0.528176552,1
NM_001013784,6.713690592,-0.189437979,0.342390546,0.553280402,0.580071419,1
NM_001013785,1445.315167,1.043343553,0.222598031,-4.687119419,2.77E-06,0.000251508
NM_001013792,1458.71951,0.046130721,0.132880812,-0.347158635,0.728472145,1
NM_001013802,1.7230665,-0.013091366,0.276002189,0.047432111,0.962168837,1
NM_001013804,1.587806303,-0.202120748,0.173137721,1.16739869,NA,1
NM_001013806,444.5695444,-0.116891855,0.155597612,0.751244527,0.452505507,0.987097582
NM_001013811,825.8625279,-0.16114255,0.159141284,1.012575404,0.311263013,0.902116553
NM_001013813,5.058537899,-0.148750503,0.316495452,0.469992547,0.638360342,1
NM_001013814,926.344139,0.15101661,0.219046167,-0.689428227,0.490553825,1
NM_001013816,1.269443571,-0.143365975,0.295322633,0.485455427,0.627353323,1
NM_001013817,87.23036805,-0.272217076,0.167984257,1.62049159,0.105126719,0.606904763
NM_001013820,320.4397509,-0.409630286,0.232356745,1.762936922,0.077911129,0.528488595
NM_001013826,1.441718372,-0.215019544,0.188661603,1.139710153,NA,1
NM_001013829,561.7826738,0.119372238,0.153477241,-0.777784626,0.436695993,0.981322899
NM_001013832,0.487410778,0.005787083,0.172874099,-0.033475708,0.973295237,1
NM_001013833,0.466615686,-0.117538774,0.17332973,0.678122405,0.497694086,1
NM_001014390,340.1552511,-0.259423775,0.18636895,1.391990319,0.16392533,0.733361585
NM_001014397,8.480066348,-0.398722515,0.335492706,1.188468505,0.234648881,0.834957074
NM_001014423,2.800051178,-0.053607184,0.344371972,0.155666513,0.876295894,1
NM_001014424,0.181856602,0.002416617,0.148967141,-0.016222484,0.987056898,1
NM_001014761,5.576604616,0.191392436,0.348871193,-0.54860487,0.583276643,1
NM_001014836,8.945411075,0.156840384,0.329221977,-0.476397066,0.633791525,1
NM_001014900,3.793466957,-0.37180644,0.349131994,1.064945195,0.286900732,0.886175396
NM_001014973,657.1686485,0.069947652,0.150589588,-0.464491952,0.642295324,1
NM_001014974,393.6131699,0.14784249,0.154061329,-0.959634006,0.337239448,0.924232807
NM_001014976,19.1017996,-0.541344138,0.320980757,1.686531438,0.091693485,0.57220926
NM_001014981,405.2663584,-0.18473405,0.157398572,1.173670431,0.240527058,0.843040744
NM_001014995,88.92842863,0.574709643,0.236257998,-2.43255106,0.014992877,0.21031644
NM_001014996,132.0199841,0.107684272,0.162609707,-0.66222536,0.507826804,1
NM_001015039,2.991033519,0.126307552,0.31364156,-0.402713058,0.687159326,1
NM_001015046,31.41556153,-0.310226802,0.321549573,0.964786859,0.334651579,0.923165823
NM_001015507,858.7702816,0.141987062,0.090703838,-1.565392003,0.117491022,0.632584114
NM_001015681,91.60071786,-0.11090368,0.161103595,0.688399785,0.491201059,1
NM_001015876,384.7112755,-0.039279289,0.141191288,0.2781991,0.780859526,1
NM_001015889,1.635828507,0.668114564,0.303448458,-2.201739858,0.02768369,0.305763326
NM_001017426,1400.032576,-0.212787978,0.108476049,1.961612544,0.049807611,0.423995246
NM_001017427,1.908328904,0.091588683,0.271297783,-0.33759466,0.735668667,1
NM_001017429,1875.459234,0.134942436,0.160720317,-0.839610314,0.401126914,0.965921017
NM_001017955,9.025164272,-0.633837121,0.327382184,1.936077015,0.052858269,0.43917083
NM_001017959,2426.499414,0.053822683,0.160667978,-0.334993218,0.737630202,1
NM_001017966,906.5634949,0.121484799,0.227196917,-0.534711476,0.592849385,1
NM_001017968,1153.844187,-0.002291046,0.094654492,0.0242043,0.980689648,1
NM_001017985,376.6947161,0.011590118,0.157170454,-0.073742347,0.941215402,1
NM_001018013,5.403272292,0.560558393,0.345425188,-1.622806944,0.104630681,0.60604098
NM_001018042,10.69631951,-0.045005345,0.334556805,0.134522283,0.892989592,1
NM_001018063,73.82316104,0.01143946,0.208306365,-0.054916515,0.956204974,1
NM_001018079,12.46876564,-0.167708194,0.159131531,1.05389669,NA,1
