6.053269282,5.767638328,5.90351315,6.096397474,5.808500436,5.891730198,5.519184438,5.844328309,5.955563322,5.665021752,5.8773473,5.554828082
2.653625979,2.610015368,2.344789119,2.732316989,2.428041877,2.378795098,2.691471151,2.518343516,2.585505639,2.481076851,2.721582438,2.431094062
3.700195794,3.541252262,3.643753439,3.711776965,3.378566749,3.479708397,3.85224431,3.622006311,3.459478493,3.684693597,3.834021779,3.356145859
5.765666268,5.878364546,5.938484525,5.831273617,5.752406021,6.297245231,5.816686288,5.841238206,6.068393514,5.994360261,6.194207728,5.692548795
9.492836178,9.777077599,9.881153806,9.347568574,9.773246428,9.800595969,9.335180971,9.537150302,9.339649707,9.319673256,9.620047344,9.65996936
4.213106554,4.150220648,4.143861931,4.277221358,4.252189922,4.278697591,4.685280629,4.33492323,5.16810076,4.272308432,4.980889312,4.30186966
10.55407682,10.6979952,10.70386155,10.5134991,10.7035307,10.45572107,10.71401521,10.7077015,10.74235101,10.81532894,10.39460139,10.63911077
9.057258385,9.035997251,8.852302697,9.321748436,9.022079493,9.483476758,9.282600499,9.289851412,9.387398572,9.152092095,9.413183437,9.193691896
8.310842834,8.389940873,8.271938018,8.281280844,8.068319439,8.152202227,7.751527958,8.123538069,8.191646228,8.451918621,7.829779982,8.332974695
8.036823014,7.68620141,7.609085704,7.807830221,7.790194814,7.954937038,8.280184009,8.206382311,8.550066364,7.792645392,8.323571549,8.134269627
5.087041259,4.82044406,5.504924717,5.323439155,5.189231347,5.200574921,4.777834748,4.776813647,4.788358966,5.190958053,4.82125631,5.028398506
6.540488948,6.15464746,6.4274874,6.713705499,6.426544864,6.729906102,6.434884701,6.541874023,6.620083278,6.320753399,6.687509261,6.32915073
1.731489917,1.801986976,1.596663133,1.840593116,1.598008572,1.736002322,1.727470189,1.594993676,1.595601493,1.826618035,1.949308974,1.590722182
10.74402301,10.60026593,10.40157034,10.34808151,10.56329012,10.58124523,10.87894081,10.72438245,10.81524675,10.43329367,10.70856694,10.45698003
5.231344388,5.000680615,4.694641232,5.009723219,4.786504008,4.85614248,4.81185269,4.664130755,4.840636898,4.811210641,4.905519343,4.623948262
0.137173851,0.004041981,0.150199207,0.078755564,0.004980162,0.003922238,0.005779324,0.040792319,0.041663119,0.003804992,0.003423766,0.03468175
-0.271840023,-0.169201903,-0.197980915,-0.271279678,-0.232013609,-0.271630081,-0.270200952,-0.271532295,-0.271388334,-0.237106503,-0.272012736,-0.1555452
3.523860973,3.615407349,4.022483574,3.556407808,3.527020482,3.483965546,3.496859453,3.311733895,3.136639389,3.366450134,3.196255343,3.383733948
11.67562812,11.99091229,12.25438773,11.73850021,12.00253314,12.296229,12.17100702,12.56279742,12.57549571,11.67868861,11.58027454,11.67786376
-1.97528099,-1.974917589,-1.960227196,-1.974615185,-1.97409142,-1.975027109,-1.973426907,-1.960687069,-1.974741404,-1.975135317,-1.975494121,-1.976170055
-0.242734857,-0.310046767,-0.309646958,-0.309789488,-0.196422263,-0.310138352,-0.266614082,-0.310040987,-0.238198478,-0.310228011,-0.244473011,-0.311043994
9.707872039,9.368322814,9.531151396,9.574265065,9.858690076,9.392477521,9.956859004,9.654019138,9.804926844,9.373775147,9.853177636,9.332259125
10.04104091,9.946199079,9.868228995,9.995197325,9.759714599,9.908089925,9.672177559,9.784116771,9.829046843,10.00231055,9.83296654,9.962431281
0.553703904,0.654634243,0.55819234,0.626700276,0.521301068,0.555044513,0.522376868,0.520049905,0.591510508,0.587958661,0.552600234,0.636029637
10.50198928,10.46333001,10.61056453,10.47080303,10.71015948,10.42670952,10.74454767,10.72470654,10.64835913,10.48937493,10.14501114,10.55568121
1.117631925,1.047936425,1.126066546,1.087278465,1.09076429,1.390279058,1.051669176,1.121328769,1.048355869,1.11907376,1.17963269,1.168956912
2.391586786,2.369990234,2.380430219,2.495901667,2.388695417,2.534561313,2.209481135,2.37014165,2.373891851,2.302492644,2.357557357,2.370736449
-1.007999883,-1.007799151,-1.006647287,-1.007084781,-0.854235668,-1.007860285,-1.003921555,-0.934535397,-1.007420781,-1.007920145,-1.008114792,-1.008465517
8.571402976,8.049265757,8.120573207,8.05653735,8.022690121,8.419367844,8.147106832,8.122048922,7.905066064,7.919123812,8.329511166,8.045019952
5.446394276,5.79635493,5.831722226,5.657543219,5.856090907,5.645774392,5.647799058,5.395057772,5.477814894,5.854070252,5.929962455,5.727080476
1.244657106,1.212238312,1.175865964,1.287405895,1.21789496,1.247247054,1.264725148,1.17464034,1.473530256,1.246137018,1.450520919,1.171507983
10.90348459,10.90792538,10.78028732,11.08197273,10.4804199,11.02726275,10.35982148,11.02012779,11.03240726,10.69462007,11.29440024,10.70699509
7.294166834,7.430270293,7.406390214,7.385207426,7.043203408,7.599005611,7.412992579,7.452505642,7.70376978,7.761013306,7.870586363,7.574720971
5.851828288,5.841867838,5.901936421,5.999611806,5.276808285,6.077286756,5.581610532,5.805562781,5.644162435,6.084339944,5.958215521,5.580409551
6.365518887,6.433713717,6.41282692,6.122395583,6.202506613,6.430020686,6.286551796,6.322069548,6.121439705,6.226145804,6.722699368,6.543443298
3.239238793,3.088673505,3.30227145,3.343926095,3.115119918,3.114852522,3.028689782,2.923603043,2.962379134,3.081920995,3.127034189,3.444535461
3.448024004,3.243508853,3.407240867,3.314376008,3.30127567,3.507603688,3.289367657,3.536680674,3.279829209,3.267230935,3.284311019,3.627772419
10.31641155,10.17174407,10.39451201,10.11199637,10.18311908,10.57495428,10.33987902,10.20579122,9.996783885,9.933029341,10.2055173,10.11858693
-1.737216297,-1.736743714,-1.73613673,-1.736350453,-1.735669325,-1.736886138,-1.734805162,-1.736734769,-1.736514595,-1.737026857,-1.682002225,-1.738372478
1.204369799,1.252554141,1.207848235,1.207145235,1.209409785,1.417271897,1.212381434,1.205898827,1.299436755,1.250657598,2.175782242,1.200850298
7.548124676,8.090577146,7.683081353,7.392838935,7.557977238,7.994431417,7.559222877,7.611980942,7.950507474,7.28834195,8.91026431,7.588314433
10.05406964,10.23342661,10.30122773,10.32895554,10.04101708,10.08944982,10.0773441,10.12749567,10.16655936,10.46196301,10.16994545,10.42212462
11.38097469,11.00024842,11.16255777,11.26922166,11.15798028,11.2350946,11.23524979,11.20710411,11.31549841,10.88200685,11.233814,11.0447492
3.389938854,3.837191705,3.641473742,3.414841659,3.144306326,3.663812864,3.603051673,3.2576379,3.178874036,3.361361707,4.575925826,3.64817778
-1.144620009,-1.143767736,-1.14267308,-1.143058516,-1.141830146,-1.144024589,-1.140271686,-1.143751605,-1.143354535,-1.144278366,-0.962530806,-1.1454606
12.18987079,12.23023155,12.24954903,12.30484311,12.15419397,12.17053101,12.62099128,12.29239618,12.34620137,12.69432171,12.47004967,12.53321933
0.628101311,0.666136408,0.636019122,0.597269621,0.78181998,0.557875191,0.560719176,0.731839799,0.558357642,0.557695353,0.557110367,0.556055479
7.668864086,7.833030624,7.810599125,7.406764588,7.610750989,8.130352721,7.648933414,7.181289421,7.546391441,7.53540183,7.45850513,7.841067154
8.96665291,9.314754822,9.256286226,9.012946839,9.448787351,9.430302417,9.120904325,9.30342056,9.003207327,8.7448734,8.906281638,9.021046296
14.05346313,14.60124068,14.67388371,14.31224384,14.25695908,14.33441462,13.96290932,14.4127163,14.18274951,13.95990706,13.77900825,14.12306093
3.925889915,4.171410378,4.018099844,3.817455813,4.181274393,4.184461008,4.018721421,3.993822918,4.140665417,3.982165563,3.940091764,4.015584908
5.702093988,5.34145686,5.51024076,5.746695591,5.245175236,5.681397212,5.473283555,5.358617181,5.089716326,5.558286657,5.8263347,5.381970223
10.4557389,10.1953031,10.40442614,10.31054079,10.42328552,10.42666447,10.29509651,10.5695849,10.3374336,10.19838203,10.30545657,10.41489645
2.57596128,2.421972563,2.428494888,2.625680596,2.543887873,2.552836717,2.401186593,2.752208424,2.733438147,2.419002906,2.79773763,2.405526892
4.56464711,4.413629258,4.300801561,4.813270739,4.267468063,4.316746683,4.042248439,4.414070824,4.622617196,4.48161462,4.476332935,4.500817241
7.552470645,7.355287957,7.46990578,7.154451366,7.422794139,7.261544283,7.268268625,7.221841568,7.185686871,7.354271894,7.264773612,7.646264561
0.393236382,0.330386587,0.295390068,0.295176059,0.33480759,0.396283364,0.338572524,0.29479844,0.331305178,0.329269514,0.390725011,0.354141614
3.703150473,3.800889985,3.831412189,3.571971262,3.390483711,3.718534828,3.530357766,3.938727993,3.77482385,3.711965898,6.043406144,3.93662698
1.981096604,1.672864207,1.823180127,1.673994577,1.75611837,1.779522666,1.983334404,1.710432511,1.783772953,1.777935869,1.772764664,1.876152382
-1.975195269,-1.947264853,-1.974390481,-1.974549806,-1.974042044,-1.974949145,-1.973397835,-1.974836304,-1.97467217,-1.975054047,-1.975401888,-1.97605717
9.487117049,9.459488532,9.494633144,9.331375123,9.453447748,9.437740535,9.302441422,9.394507778,9.324647115,9.23952648,9.184642394,9.389345314
0.498565859,0.460072625,0.621466487,0.502649573,0.461659928,0.459869344,0.463004572,0.460085447,0.92123983,0.459670149,0.459021421,0.457848555
4.565820628,4.259543023,4.335294693,4.417317406,4.451534036,4.731577928,4.564101398,4.308239937,4.387189944,4.144898544,4.319125056,4.450579696
