122	139963	855.111	1.23104	-0.0821914	2.47811	-0.186542	
94	101872	570.964	1.24896	0.194566	3.40891	2.14789	
33	23108	386.968	1.29427	-0.169899	2.54683	-0.669677	
48	57046	700.541	1.3049	0.125773	2.34986	0.464895	
26	27320	960.471	1.04597	0.203188	1.58786	0.687797	
170	412485	1562.24	1.12695	0.252469	1.67763	0.916166	
151	151005	523.595	1.34991	-0.100207	2.89114	-0.806227	
35	18542	254.631	1.34563	-0.408801	2.62764	-3.12914	
129	348974	1461.17	1.22117	0.302197	1.97941	1.14547	
127	158621	600.496	1.3852	0.0429928	2.76555	0.175434	
165	196696	756.172	1.23113	0.318471	2.52037	0.776468	
104	113942	651.036	1.30444	-0.274815	2.63941	-1.62279	
32	17145	272.149	1.2873	-0.317296	2.13177	-1.62057	
52	59175	629.206	1.15124	-0.106376	1.70284	-0.12976	
54	36740	336.204	1.31752	-0.408938	2.25489	-2.48535	
147	124060	700.656	1.04527	-0.0836329	1.95979	-0.889996	
76	65832	371.52	1.37953	0.225103	2.72841	1.54099	
149	277514	1015.68	1.27926	0.613385	2.50273	3.14315	
35	9678	126.518	1.38957	-0.301807	2.79457	-2.16999	
110	129468	522.764	1.40292	-0.0634182	2.90564	-0.289039	
174	218722	642.824	1.314	0.359419	3.39848	3.12802	
163	303944	821.991	1.33605	0.233489	2.46069	1.2983	
149	386765	1640.3	1.14917	-0.779154	2.92917	-5.42159	
184	241770	768.489	1.21252	0.066851	2.24333	-0.0562815	
138	256017	963.375	1.22534	0.0249897	2.33882	-0.359766	
169	324192	999.843	1.25154	0.471468	2.39904	2.09912	
191	367620	1004.67	1.26663	-0.0710114	1.95833	-0.346117	
193	355791	876.395	1.34709	-0.0522494	2.15827	-0.302507	
118	193295	1130.06	1.21531	-0.846972	3.1264	-5.35592	
154	223671	969.879	1.2322	0.155608	2.2586	0.75265	
146	252810	866.29	1.20291	0.411333	2.30908	2.34469	
192	336883	871.088	1.32244	-0.0356206	2.34906	-0.93513	
40	28560	458.5	1.11137	0.110943	1.76383	0.0650089	
158	260758	936.928	1.2933	-0.230103	2.26201	-1.0901	
145	358976	1107.24	1.28436	-0.224577	2.06785	-1.39616	
97	51899	546.009	0.984805	0.0757955	3.55184	0.131002	
78	51380	716.62	0.799226	0.756534	3.58259	3.95201	
119	61789	526.517	0.988942	-0.13731	3.06112	0.56502	
40	26863	425.981	1.07697	-0.229835	4.17824	-2.57686	
185	207266	725.026	1.28289	0.371628	2.70481	1.37156	
139	262422	1183.37	1.20465	0.31154	1.96309	1.09586	
133	142829	662.338	1.21509	0.465973	2.2451	1.93564	
99	92617	496.678	1.30533	0.732056	3.65663	6.40003	
39	10506	150.908	1.33662	-0.631354	3.24544	-4.31929	
