4702	55063	16005	5772	0	0	0	0	
0	70998	4	113	136	0	0	0	
11522	0	0	0	0	0	0	0	
22688	19984	0	611	0	250	91	0	
0	0	0	18830	0	3887	0	0	
0	91188	0	158134	0	63767	1033	0	
0	17813	0	30622	17781	12490	0	0	
0	0	0	4300	1930	2458	0	1187	
32466	38906	0	17948	9955	84222	11636	0	
0	22686	0	44972	3670	23062	587	0	
0	24554	0	65007	0	33838	0	0	
66683	0	0	0	0	0	0	0	
6799	0	0	0	0	0	0	0	
19597	0	0	0	0	0	0	0	
0	805	0	6612	0	0	6239	0	
0	45255	0	52339	0	0	3868	0	
43586	0	0	0	0	0	0	0	
152261	0	0	0	0	0	0	0	
8396	0	0	0	0	0	0	0	
0	10211	0	34027	0	20196	1489	0	
0	141570	0	12843	0	0	0	0	
7	54918	0	160916	0	0	22587	0	
0	82785	0	84676	0	55000	0	0	
0	156217	0	3250	0	0	54	0	
0	72749	0	87774	0	17622	0	0	
1922	91479	0	85329	346	28736	31043	0	
0	243148	1012	11352	82	668	0	0	
554	153964	0	81217	0	43251	0	0	
0	23043	5721	65493	0	8557	5127	0	
0	77300	0	47098	340	31564	0	0	
382	158859	0	14367	0	0	11181	0	
90	89341	0	111004	0	20289	39695	0	
0	5888	0	0	0	11638	0	0	
0	86934	0	55680	0	5345	29736	0	
0	0	0	85017	0	110073	0	0	
0	0	0	36955	0	0	0	0	
0	9763	0	9203	0	0	15458	0	
0	9466	0	6668	27634	0	0	0	
291	8272	0	2720	0	0	4426	0	
0	47073	0	95447	0	0	16372	0	
1037	44132	0	113173	0	0	19102	0	
93027	0	0	0	0	0	0	0	
0	6118	0	28113	263	6540	0	0	
0	0	0	7529	0	2486	0	0	
0	12886	0	9113	0	0	2533	0	
0	1591	0	8603	0	1288	0	0	
214	53273	0	64502	0	11887	13848	0	
0	0	180	8218	2850	746	0	0	
0	18267	0	11013	0	2460	0	0	
0	0	0	0	0	138	16024	0	
0	0	0	7428	0	0	0	0	
0	15476	0	280	0	0	439	0	
67519	8997	0	3459	0	47737	0	0	
29799	0	0	0	0	0	0	0	
0	251425	0	8418	0	50	0	0	
16907	105829	0	97009	0	20549	0	0	
0	1505	0	706	0	280	536	0	
0	10316	0	99520	0	6294	0	0	
38536	0	0	0	1477	0	0	0	
0	59220	25514	35092	927	10429	0	0	
0	0	0	102213	34	1253	0	0	
0	26200	0	95318	0	559	0	0	
185	19050	0	28333	0	0	16564	0	
0	0	0	45887	0	0	0	0	
0	16015	0	18315	0	17360	13418	0	
761	75950	0	24261	0	24592	0	0	
0	12439	0	69152	0	13252	1048	0	
0	55257	0	72029	0	0	0	0	
0	37159	0	13713	34	0	3667	0	
108	37655	0	29334	0	133935	0	0	
0	181762	0	2302	0	0	0	0	
0	147805	0	6136	0	0	0	0	
0	137743	0	9763	0	0	0	0	
0	30802	0	1784	0	0	4449	0	
0	9960	0	11203	0	6726	851	0	
0	28703	0	146898	0	0	0	0	
0	163429	372	7648	1981	0	0	0	
0	117672	0	4116	0	446	0	0	
11142	0	0	0	0	0	0	0	
0	0	0	0	7908	3074	0	0	
0	0	0	1556	0	18023	0	5201	
0	15214	0	24913	0	0	2906	0	
0	23853	0	63674	0	20224	16928	0	
0	25913	0	9390	0	8369	0	0	
3016	23369	0	10817	0	25504	5881	0	
0	0	0	2123	0	8819	0	0	
0	0	0	68797	0	18953	0	0	
0	0	0	14412	0	4309	0	0	
0	77919	0	30221	0	0	3612	0	
0	35775	0	1471	0	352	0	0	
0	67012	0	68512	0	40897	0	0	
0	13004	0	163	64334	3039	0	0	
6000	35654	0	21780	0	153397	0	0	
379	44418	0	71906	0	3011	39008	0	
0	17494	0	112358	0	8685	0	0	
0	6068	0	167921	0	14455	650	0	
14710	47176	7379	60794	0	6170	0	0	
0	0	0	2855	0	0	0	0	
0	0	0	61229	0	0	0	0	
0	15075	0	109479	0	665	4282	0	
835	8546	0	0	0	0	0	0	
67222	0	0	0	0	0	0	0	
344	57587	0	80610	0	48	10458	0	
1304	28955	0	122715	0	0	9991	0	
0	11387	0	31728	0	57	0	0	
0	54381	0	34341	0	271	4241	0	
0	0	0	8398	0	0	0	0	
0	0	0	43072	0	0	0	0	
0	44657	0	15352	0	0	46265	0	
0	159062	1136	52843	0	0	1346	0	
0	3220	0	35753	0	46940	3068	0	
0	84234	0	223	0	0	0	0	
0	21060	0	31383	0	0	18822	0	
0	7176	0	95754	0	0	6396	0	
0	10409	0	3810	0	0	0	0	
0	12862	0	97795	0	7270	18961	0	
0	18665	0	81958	0	10435	0	0	
7821	0	0	0	0	0	0	0	
0	5907	0	0	11358	0	0	0	
0	23374	7299	40285	0	0	0	0	
0	0	0	97170	0	15179	36778	0	
979	20932	0	56227	0	0	5095	0	
0	108813	0	240	0	0	0	0	
0	11001	0	45645	0	2905	0	0	
0	10615	0	11851	0	1597	70946	0	
0	74717	0	79267	0	0	9166	0	
0	45150	0	44518	0	5863	20050	0	
0	25656	47669	1355	0	0	0	0	
0	7716	0	38898	0	16645	0	0	
0	18884	0	88828	0	0	0	0	
0	0	0	28617	0	352	750	0	
0	4476	0	78097	0	0	1182	0	
0	28771	0	145146	0	932	5918	0	
880	65597	0	125343	0	51308	0	0	
0	13952	0	93030	0	21760	0	0	
460	31399	0	73624	0	0	1280	0	
0	12630	0	1248	0	47594	38088	0	
0	25350	0	14448	0	0	3507	0	
0	103996	0	2394	0	646	12	0	
0	7460	0	53581	5173	0	0	0	
0	23703	0	64379	0	6867	8887	0	
0	37217	0	5052	0	0	0	0	
0	13414	0	63397	0	4096	3199	0	
0	79034	0	1278	0	0	0	0	
0	5910	0	1239	0	90426	8480	0	
0	28155	0	22756	0	12743	1882	0	
0	3841	0	94146	0	0	13611	0	
0	10838	0	73399	0	0	7176	0	
0	0	0	28108	0	0	0	0	
0	22573	0	125965	0	0	0	0	
0	0	0	7780	0	0	0	0	
