104	100284	675.675	1.26412	0.0290194	2.80949	0.56312	
83	74922	455.198	1.27247	0.134632	2.98238	1.68899	
32	16773	327.979	1.33124	-0.142569	2.82676	-0.40996	
34	37777	673.342	1.29491	0.12386	2.43751	0.742495	
21	21532	880.09	1.12288	0.302796	1.79421	1.13184	
158	295133	1338.03	1.10677	0.461359	1.87293	1.80218	
109	102652	480.508	1.33807	0.017285	3.06311	0.290151	
25	13500	249.113	1.29659	-0.182594	2.33158	-1.72591	
93	202324	1251.76	1.18599	0.448798	2.19369	1.92836	
103	120561	563.823	1.38066	-0.0502778	2.60067	-0.43589	
128	121334	647.052	1.2387	0.425285	3.25355	1.76922	
84	80318	572.374	1.30521	-0.234388	2.64603	-1.22187	
18	9514	262.097	1.27116	-0.115168	2.02055	-0.676802	
34	32151	557.738	1.16358	-0.259111	1.84452	-0.704746	
27	18137	342.937	1.28906	-0.336497	2.10863	-1.82595	
120	86897	613.619	1.02315	-0.00677311	1.9658	-0.742343	
56	50436	365.894	1.38179	0.00914944	2.77502	-0.0807779	
99	181305	898.712	1.30255	0.635108	2.70036	3.60315	
23	5964	129.731	1.31028	-0.749283	3.38661	-5.46616	
95	85961	450.244	1.3881	-0.0180431	3.32598	-0.171911	
160	174894	579.473	1.30978	0.377476	3.38627	3.05837	
140	217834	702.569	1.36112	0.156215	2.78327	0.922991	
116	236750	1454.22	1.10229	-1.10864	3.8747	-8.97907	
162	174313	666.309	1.19298	0.282385	2.49524	0.855621	
110	176516	874.654	1.23071	0.0241383	2.40339	-0.547733	
159	236094	846.521	1.25089	0.573183	2.78873	3.03983	
184	277675	875.39	1.26323	0.0215068	2.0447	-0.0650156	
161	269347	744.432	1.36388	-0.0329256	2.25991	-0.242502	
79	109954	1109.17	1.1584	-0.809587	2.70138	-4.11211	
134	157785	762.699	1.2499	0.295976	2.69967	2.14181	
142	199138	707.601	1.25396	0.424584	2.52957	2.96008	
187	272163	728.3	1.32473	0.152872	2.29178	0.0848497	
28	17813	438.179	1.0682	-0.069518	1.55156	-0.380132	
126	168596	779.66	1.30624	-0.184468	2.44272	-1.03838	
117	247766	1041.07	1.2879	-0.290852	2.07414	-1.62152	
94	40282	448.432	0.992396	0.239229	4.40482	0.439963	
56	33026	636.12	0.874211	0.891726	4.64965	7.70111	
120	50506	429.871	0.9667	-0.0675714	4.37749	0.847139	
38	18602	373.626	1.06664	0.148883	4.92041	1.38016	
154	153112	659.674	1.25118	0.40156	2.49341	1.23574	
134	184770	979.671	1.16134	0.490489	2.06714	1.91425	
93	93224	580.924	1.22674	0.552915	2.49713	2.50285	
50	43023	438.519	1.27598	0.550254	3.71439	5.0923	
52	15919	167.793	1.28031	-0.74917	3.53989	-5.30496	
